,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.76,0.67,0.98,0.95,0.58,0.63,0.66,0.55,0.0,0.83,0.96,0.41,0.81,0.54,0.32,0.43,0.68
beast-mcmc.csv,0.48,0.46,0.55,0.53,0.38,0.4,0.57,0.47,0.53,0.41,0.58,0.39,0.51,0.41,0.35,0.36,0.3
bscwweasel.csv,0.5,0.49,0.97,0.67,0.53,0.88,0.49,0.66,0.64,0.87,0.51,0.94,0.57,0.79,0.96,0.67,0.4
codeblocks.csv,0.51,0.57,0.83,0.61,0.45,0.43,0.45,0.56,0.91,0.59,0.97,0.41,0.52,0.42,0.37,0.42,0.44
gamestone.csv,0.8,0.64,0.94,0.83,0.8,0.88,0.97,0.97,0.0,0.93,0.56,0.67,0.99,0.92,0.75,0.78,0.93
iaml.csv,0.94,0.77,0.51,0.95,0.94,0.95,0.59,0.65,0.57,0.52,0.59,0.88,0.66,0.97,0.9,0.62,0.33
jbasic.csv,0.46,0.54,0.38,0.54,0.39,0.92,0.43,0.47,0.46,0.49,0.5,0.37,0.45,0.37,0.44,0.44,0.3
modplug.csv,0.44,0.46,0.36,0.46,0.35,0.41,0.35,0.5,0.43,0.46,0.4,0.38,0.42,0.36,0.35,0.43,0.31
pdfedit.csv,0.51,0.89,0.6,0.96,0.48,0.76,0.98,0.62,0.73,0.49,0.66,0.45,0.78,0.55,0.62,0.53,0.5
redshell.csv,0.54,0.67,0.54,0.62,0.63,0.54,0.54,0.55,0.0,0.8,0.63,0.49,0.57,0.74,0.39,0.51,0.5
sabbu.csv,0.45,0.8,0.49,0.88,0.49,0.54,0.74,0.48,0.64,0.44,0.54,0.39,0.69,0.66,0.65,0.46,0.35
silvertree.csv,0.51,0.49,0.39,0.53,0.46,0.47,0.42,0.46,0.38,0.42,0.49,0.62,0.5,0.41,0.37,0.47,0.32
t-2.csv,0.49,0.55,0.51,0.57,0.5,0.44,0.5,0.63,0.5,0.94,0.67,0.4,0.77,0.58,0.45,0.49,0.7
xinity.csv,0.57,0.76,0.44,0.69,0.76,0.68,0.5,0.71,0.78,0.49,0.7,0.88,0.45,0.85,0.6,0.88,0.4
xreal.csv,0.9,0.85,0.67,0.97,0.87,0.96,0.93,0.98,0.67,0.59,0.84,0.9,0.99,0.88,0.94,0.74,0.67
zabbix.csv,0.54,0.83,0.69,0.78,0.46,0.57,0.98,0.45,0.53,0.52,0.7,0.47,0.9,0.65,0.82,0.72,0.35
zengine.csv,0.4,0.45,0.33,0.45,0.35,0.42,0.36,0.45,0.42,0.43,0.45,0.39,0.44,0.36,0.36,0.37,0.28
