,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,99.0,195.0,38.0,198.0,231.5,99.0,293.0,97.5,748.5,98.5,97.5,690.0,472.5,98.5,184.0,0.0,99.0,97.5,198.0
autat.csv,99.0,93.5,63.5,155.0,489.5,1510.0,675.0,97.5,135.0,198.0,97.5,125.0,375.0,0.0,91.5,93.5,198.0,82.5,485.5
critterding.csv,99.0,91.5,286.5,197.5,1677.0,99.0,579.5,192.0,1003.0,98.5,97.5,1414.0,292.5,86.5,289.0,92.5,99.0,97.5,198.0
elateportal.csv,99.0,195.0,286.5,99.0,1589.5,1603.5,289.5,97.5,1275.5,198.0,97.5,802.5,571.0,98.5,89.5,98.5,198.0,97.5,879.5
factor.csv,99.0,93.5,139.0,198.0,273.0,42.5,1005.0,97.5,67.5,98.5,92.5,177.0,194.0,87.5,89.5,98.5,198.0,82.5,584.5
fceugc.csv,198.0,285.5,89.5,94.5,1240.5,97.5,487.0,97.5,352.0,198.0,97.5,707.0,443.0,96.5,284.5,98.5,99.0,97.5,198.0
jstock.csv,196.5,189.0,242.5,98.5,1232.5,286.0,386.5,97.5,422.5,38.5,97.5,437.5,677.0,88.5,89.5,93.5,97.5,97.5,386.0
keyczar.csv,296.5,195.0,280.5,98.5,12.5,0.0,1095.5,109.0,1099.5,95.5,180.0,492.5,186.0,98.5,283.0,98.5,99.0,150.0,382.5
mimosa.csv,99.0,195.0,775.0,198.0,1578.0,99.0,487.0,97.5,1337.0,197.5,97.5,983.5,292.5,98.5,383.5,98.5,99.0,97.5,198.0
miranda.csv,0.0,0.0,153.0,198.0,96.5,28.5,487.0,0.0,72.5,76.5,97.5,45.5,194.0,93.5,89.5,98.5,35.5,97.5,198.0
nativeclient.csv,198.0,283.5,89.5,98.5,1039.0,99.0,390.5,97.5,1703.0,99.0,97.5,483.0,279.5,93.5,91.5,98.5,99.0,97.5,99.0
ogre.csv,99.0,97.5,286.5,99.0,1296.5,99.0,487.0,286.5,1874.0,99.0,97.5,1151.5,292.5,98.5,383.5,98.5,99.0,97.5,99.0
openfrag.csv,98.5,191.0,93.5,192.5,1417.5,99.0,192.5,97.5,77.5,197.5,97.5,783.5,562.0,0.0,190.0,98.5,99.0,97.5,99.0
qdvdauthor.csv,99.0,93.5,65.5,96.5,1113.5,99.0,188.0,97.5,823.0,99.0,97.5,577.5,96.5,92.5,351.5,98.5,99.0,97.5,296.5
qse.csv,99.0,91.5,93.5,99.0,599.5,99.0,194.5,97.5,871.0,99.0,97.5,849.0,279.5,88.5,91.5,93.5,99.0,97.5,99.0
reactos-mirror.csv,99.0,97.5,93.5,198.0,501.0,99.0,1377.5,97.5,530.0,98.5,97.5,790.5,292.5,92.5,186.0,98.5,99.0,97.5,198.0
sandiaportals.csv,99.0,191.0,55.5,87.5,1318.5,99.0,194.5,97.5,156.0,198.0,97.5,395.5,609.5,93.5,21.5,98.5,99.0,97.5,99.0
synergyspace.csv,99.0,178.0,183.5,96.5,855.0,99.0,1095.5,97.5,1351.0,99.0,96.5,585.5,195.0,92.5,91.5,98.5,99.0,263.5,99.0
uclmda.csv,99.0,191.0,192.0,74.5,492.5,302.0,232.0,285.0,994.0,99.0,178.5,163.0,186.0,98.5,109.0,97.5,87.5,220.5,96.5
