,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.5,0.26,0.29,0.31,0.27,0.01,0.71,0.59,0.08,0.33,0.05,0.72,0.43,0.04
emeraldemu.csv,0.86,0.64,1.0,0.31,0.71,0.27,0.61,0.15,0.83,0.02,0.59,0.28,0.07,0.12
frogatto.csv,0.93,0.94,0.96,0.57,0.92,0.79,0.71,0.81,1.0,0.77,0.99,0.56,0.79,0.79
grafx2.csv,0.83,0.69,0.79,0.45,0.74,0.53,0.73,0.78,1.0,0.7,0.87,0.56,0.43,0.54
jahshakafx.csv,0.83,0.67,0.71,0.46,0.83,0.54,0.67,0.41,0.83,0.7,0.68,0.5,0.79,0.21
nassp.csv,0.52,0.37,0.0,0.42,0.43,0.33,0.2,0.48,0.92,0.65,0.45,0.28,0.71,0.5
netatalk.csv,0.81,0.84,0.88,0.59,0.71,0.71,0.69,0.63,0.92,0.63,0.75,0.53,0.79,0.79
open-beos.csv,0.87,0.82,0.79,0.38,0.82,0.62,0.35,0.96,0.75,0.95,0.75,0.56,1.0,0.42
psycle.csv,0.99,0.96,0.92,0.64,0.88,0.74,0.9,0.93,1.0,0.88,0.91,0.81,0.79,0.71
quantlib.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.08,0.0,1.0,0.23,0.99,0.0,0.0,0.71
reaper-ecad.csv,0.52,0.16,0.71,0.18,0.38,0.17,0.27,0.0,0.0,0.0,0.29,0.36,0.14,0.0
sbml.csv,0.84,0.73,1.0,0.71,0.92,0.68,0.94,0.96,0.92,0.67,0.78,0.69,0.79,0.58
unimrcp.csv,0.86,0.72,1.0,0.67,0.61,0.45,0.82,0.81,1.0,0.47,0.63,0.69,0.5,0.75
unladen-swallow.csv,0.28,0.44,0.04,0.44,0.42,0.4,0.33,0.74,0.17,0.44,0.22,0.5,0.79,0.25
