,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.36,0.48,0.55,0.67,0.22,0.36,0.35,0.06,0.4,0.19,0.59,0.57,0.5,0.81,0.69,0.33,0.09,0.53
archive-crawler.csv,0.49,0.32,0.59,0.44,0.24,0.43,0.56,0.35,0.6,0.31,0.71,0.57,0.42,0.67,0.46,0.23,0.05,0.53
customwars.csv,0.43,0.75,0.45,0.89,0.28,0.43,0.42,0.35,1.0,0.44,0.53,0.57,0.25,0.57,0.33,0.31,0.59,0.47
gbif-providertoolkit.csv,0.64,0.45,0.82,0.33,0.7,0.71,0.38,0.76,0.6,0.75,0.53,0.35,0.25,0.19,0.52,0.71,0.09,0.6
gss.csv,0.75,0.93,0.95,1.0,0.76,0.86,0.71,0.67,1.0,0.69,0.88,0.61,0.38,1.0,0.65,0.71,0.91,0.8
heekscad.csv,0.79,0.68,0.45,0.89,0.89,0.79,0.56,0.49,0.8,0.78,0.71,0.7,0.46,0.52,0.58,0.83,0.18,0.7
ikvm.csv,0.49,0.57,0.82,0.44,0.54,0.64,0.62,0.51,0.8,0.56,0.47,0.65,0.62,0.38,0.33,0.67,0.73,0.77
jaxen.csv,0.78,0.88,0.68,1.0,0.54,1.0,0.65,0.86,1.0,0.72,0.94,0.7,0.5,0.95,0.63,0.73,0.68,0.8
jcae.csv,0.56,0.34,0.36,0.89,0.5,0.5,0.4,0.08,0.8,0.56,0.65,0.74,0.25,0.38,0.35,0.44,0.05,0.43
levent.csv,0.73,0.18,0.23,0.89,0.04,0.86,0.75,0.71,1.0,0.81,1.0,0.65,0.96,1.0,0.92,0.33,0.0,0.87
nicepress.csv,0.82,0.82,0.23,0.22,0.67,0.64,0.62,0.98,0.8,0.86,0.53,0.61,0.62,0.81,0.9,0.54,0.55,0.27
pnotepad.csv,0.64,0.88,0.82,1.0,0.72,0.86,0.75,0.61,0.8,0.78,1.0,0.7,0.71,0.81,0.77,0.88,0.55,0.63
qcad2.csv,0.29,0.43,0.59,0.89,0.46,0.14,0.83,0.57,0.4,0.14,0.47,0.78,0.88,0.9,0.92,0.29,0.09,0.73
qedo.csv,0.06,0.14,0.45,0.33,0.3,0.36,0.06,0.02,0.4,0.22,0.0,0.04,0.04,0.0,0.02,0.52,0.73,0.33
quarkplusplus.csv,0.35,0.14,0.41,0.67,0.7,0.14,0.71,0.33,0.8,0.33,0.47,0.48,0.62,0.38,0.75,0.52,0.23,0.2
sigil.csv,0.62,0.61,0.32,0.67,0.59,0.57,0.79,0.47,1.0,0.58,0.82,0.78,0.71,0.81,0.83,0.54,0.14,0.73
xcsoar.csv,0.65,0.71,0.41,0.89,0.35,0.71,0.75,0.35,0.8,0.56,0.82,0.83,0.38,0.52,0.63,0.21,0.23,0.5
xuggle.csv,0.69,0.93,0.64,0.78,0.72,0.5,0.33,0.37,0.8,0.61,0.35,0.74,0.58,0.62,0.52,0.54,0.86,0.53
