,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.65,0.58,0.56,0.5,0.79,0.7,0.66,0.94,0.64,0.83,0.72,0.6,0.56,0.33,0.35,0.7,0.96,0.88
archive-crawler.csv,0.54,0.68,0.67,0.59,0.76,0.59,0.48,0.66,0.72,0.72,0.65,0.51,0.62,0.63,0.54,0.77,1.08,0.65
customwars.csv,0.59,0.44,0.58,0.71,0.72,0.62,0.61,0.67,0.32,0.59,0.57,0.71,0.76,0.97,0.69,0.69,0.6,0.59
gbif-providertoolkit.csv,0.96,0.68,0.79,0.73,0.73,0.44,0.8,0.7,0.48,0.88,0.7,0.74,0.81,0.82,0.7,0.85,0.91,0.94
gss.csv,0.49,0.72,0.9,0.99,0.37,0.85,0.51,0.65,0.72,0.57,0.93,0.7,0.66,1.0,0.46,0.35,0.65,0.28
heekscad.csv,0.33,0.47,0.79,0.56,0.5,0.66,0.54,0.62,0.4,0.65,0.77,0.52,0.61,0.71,0.44,0.72,0.92,0.46
ikvm.csv,1.01,0.74,0.23,0.73,0.96,0.91,0.92,0.82,0.56,0.79,0.82,0.81,0.81,0.82,1.05,0.96,0.53,0.79
jaxen.csv,0.96,0.87,0.51,0.72,0.85,0.78,0.87,0.75,0.11,0.79,0.85,0.89,0.83,0.9,0.79,0.94,0.7,0.87
jcae.csv,0.51,0.66,0.68,0.24,0.53,0.52,0.61,0.92,0.32,0.49,0.53,0.57,0.76,0.67,0.65,0.6,0.96,0.67
levent.csv,0.6,0.82,0.78,0.29,0.96,0.64,0.54,0.42,0.44,0.78,0.96,0.62,0.72,0.87,0.44,0.67,1.0,0.91
nicepress.csv,0.75,0.64,0.9,0.84,0.48,0.55,0.65,1.0,0.47,0.3,0.72,0.61,0.78,0.79,0.87,0.5,0.69,0.84
pnotepad.csv,0.4,0.69,0.92,1.0,0.44,0.92,0.56,0.69,0.77,0.76,0.98,0.64,0.61,0.95,0.44,0.16,0.78,0.51
qcad2.csv,0.72,0.59,0.55,0.51,0.62,0.87,0.35,0.5,0.72,0.87,0.69,0.59,0.67,0.77,0.68,0.72,1.15,0.48
qedo.csv,0.95,0.9,0.76,0.85,0.85,0.75,1.03,0.98,0.63,0.92,1.0,0.96,1.01,1.02,1.04,0.69,0.36,0.7
quarkplusplus.csv,0.65,0.86,0.89,0.61,0.63,0.86,0.63,0.71,0.96,0.71,0.62,0.6,0.47,0.64,0.43,0.57,0.94,0.81
sigil.csv,0.43,0.5,0.76,0.42,0.49,0.5,0.43,0.55,0.62,0.53,0.79,0.52,0.58,0.5,0.28,0.5,1.06,0.75
xcsoar.csv,0.4,0.36,0.62,0.52,0.67,0.45,0.49,0.69,0.37,0.52,0.72,0.8,0.69,0.79,0.45,0.79,0.92,0.67
xuggle.csv,0.62,0.78,0.49,0.99,0.33,0.76,0.76,0.7,0.24,0.53,0.77,0.64,0.7,0.95,0.54,0.55,0.57,0.76
