,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.08,0.59,0.22,0.83,0.0,0.14
bwapi.csv,1.0,1.0,0.87,1.0,0.93,0.87,0.68
gisgraphy.csv,1.0,0.85,0.63,0.21,0.3,0.87,1.0
lite.csv,1.0,0.05,0.34,0.57,0.07,1.0,0.23
ontopia.csv,1.0,0.97,0.99,0.86,0.93,0.93,0.95
smartgwt.csv,0.0,0.7,0.61,0.89,0.6,0.47,0.64
