,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,99.0,98.5,94.5,94.5,197.0
lcfizvtop.csv,181.0,98.5,96.5,97.5,269.5
migen.csv,95.5,90.5,86.5,169.0,316.5
mvnforum.csv,0.0,176.0,81.5,838.0,98.5
plplot.csv,278.5,94.5,94.5,97.5,343.0
