,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.58,0.14,0.54,0.62,0.37,0.51,0.99,0.64,0.65,0.43,0.64,0.61,0.75,0.43,0.82,0.77,0.38,0.5,0.35,0.5
doomlegacy.csv,0.64,0.18,0.54,0.6,0.47,0.44,0.46,0.6,0.62,0.3,0.54,0.4,0.75,0.33,0.75,0.99,0.37,0.55,0.34,0.52
elmo.csv,0.07,0.89,0.0,0.08,0.02,0.05,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.14,0.04,0.02,0.0,0.0,0.0,0.0
enzo.csv,0.6,0.16,0.54,0.7,0.45,0.53,0.73,0.69,0.66,0.45,0.57,0.7,0.74,0.41,0.99,0.81,0.29,0.45,0.35,0.53
gpac.csv,0.39,0.13,0.38,0.57,0.34,0.44,0.56,0.96,0.4,0.43,0.5,0.61,0.62,0.39,0.58,0.52,0.12,0.46,0.29,0.38
img-browse-sort.csv,0.22,0.1,0.24,0.38,0.2,0.27,0.32,0.56,0.49,0.32,0.29,0.39,0.56,1.0,0.06,0.09,0.38,0.0,0.05,0.19
ktc.csv,0.97,0.2,0.42,0.39,0.51,0.31,0.27,0.29,0.27,0.19,0.45,0.48,0.38,0.38,0.54,0.5,0.32,0.24,0.37,0.38
neoengine.csv,0.61,0.14,0.99,0.67,0.44,0.33,0.55,0.69,0.59,0.43,0.62,0.63,0.71,0.4,0.7,0.6,0.26,0.42,0.38,0.51
nicepress.csv,0.52,0.06,0.46,0.04,0.52,0.99,0.11,0.4,0.39,0.0,0.36,0.36,0.27,0.11,0.29,0.45,0.1,0.58,0.23,0.31
open-ms.csv,0.45,0.1,0.29,0.5,0.27,0.38,0.29,0.31,0.47,0.28,0.39,0.29,0.56,0.15,0.44,0.54,0.22,0.05,0.93,0.38
pcsx2.csv,0.61,0.11,0.57,0.6,0.56,0.31,0.65,0.63,0.56,0.34,0.6,0.75,0.99,0.65,0.44,0.42,0.25,0.49,0.37,0.48
pi-qmc.csv,0.58,0.14,0.58,0.54,0.47,0.43,0.44,0.4,0.44,0.35,0.63,0.6,0.57,0.39,0.66,0.52,0.31,0.98,0.35,0.21
rosegarden.csv,0.64,0.11,0.47,0.33,0.98,0.5,0.25,0.19,0.41,0.31,0.45,0.65,0.39,0.0,0.5,0.41,0.34,0.43,0.31,0.43
salasaga.csv,0.45,0.13,0.42,0.58,0.31,0.37,0.53,0.54,0.56,0.22,0.51,0.51,0.62,0.36,0.7,0.73,0.95,0.36,0.3,0.54
sigil.csv,0.65,0.1,0.51,0.72,0.47,0.59,0.62,0.63,0.42,0.43,0.57,0.99,0.72,0.47,0.45,0.35,0.31,0.54,0.37,0.41
skia.csv,0.49,0.09,0.4,0.12,0.41,0.32,0.29,0.16,0.38,0.44,0.3,0.41,0.33,0.26,0.55,0.4,0.36,0.49,0.27,0.95
smarttag.csv,0.5,0.17,0.46,0.32,0.48,0.43,0.43,0.46,0.45,0.96,0.49,0.32,0.46,0.24,0.39,0.6,0.31,0.29,0.28,0.31
sylpheed-claws.csv,0.58,0.16,0.56,0.63,0.48,0.51,0.57,0.64,0.98,0.41,0.64,0.6,0.65,0.44,0.66,0.57,0.33,0.47,0.38,0.54
xemeiah.csv,0.65,0.17,0.62,0.63,0.52,0.49,0.61,0.55,0.53,0.36,0.99,0.7,0.6,0.42,0.81,0.74,0.43,0.47,0.35,0.48
zscreen.csv,0.62,0.09,0.53,0.99,0.43,0.53,0.63,0.62,0.6,0.44,0.6,0.76,0.74,0.36,0.84,0.65,0.22,0.53,0.33,0.44
