,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,3.0,0.0,0.0,4.0
columba.csv,5.0,19.0,0.0,0.0
decidr.csv,0.0,4.0,0.0,8.0
jajuk.csv,0.0,10.0,1.0,1.0
