,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,1.01,0.02,0.93,0.92
columba.csv,0.42,0.99,0.79,0.02
decidr.csv,0.47,0.64,0.02,0.53
jajuk.csv,0.01,0.73,0.6,0.54
