,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.23,1.0,0.4,0.21
columba.csv,0.8,0.05,0.78,0.99
decidr.csv,0.63,0.31,0.99,0.43
jajuk.csv,1.0,0.27,0.64,0.54
