,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.71,0.48,0.31,0.41,0.48,0.0,0.78,0.71,0.38,0.22,0.11,0.38,0.45,0.55,0.45,0.22,0.34,0.53
arsenal-1.csv,0.66,0.82,0.3,0.35,0.4,0.65,0.2,0.21,0.0,0.07,0.17,0.25,0.8,0.31,0.47,0.38,0.27,0.47
atomsite.csv,0.79,0.9,0.36,0.59,0.55,0.67,0.81,0.67,0.55,0.09,0.33,0.39,0.93,0.54,0.27,0.4,0.87,0.65
barracudamvc.csv,0.87,0.83,0.3,0.59,0.49,0.63,0.9,0.58,0.58,0.0,0.32,0.35,0.8,0.43,0.21,0.22,0.99,0.85
bionote.csv,0.78,0.82,0.38,0.44,0.13,0.54,0.45,0.21,0.07,0.08,0.3,0.42,0.62,0.51,0.58,0.39,0.24,0.52
bulmages.csv,0.0,0.59,0.3,0.08,0.15,0.0,0.07,0.23,0.0,0.11,0.0,0.46,0.34,0.32,0.0,0.33,0.19,0.38
fm-classic.csv,0.04,0.3,0.37,0.24,0.0,0.28,0.35,0.21,0.0,0.5,0.22,0.19,0.31,0.07,0.35,0.51,0.13,0.16
hazelcast.csv,0.75,0.88,0.49,0.58,0.5,0.62,0.97,0.63,0.56,0.09,0.32,0.37,0.88,0.53,0.27,0.42,0.95,0.72
jppf-project.csv,0.58,0.62,0.3,0.52,0.24,0.61,0.72,0.27,0.19,0.22,0.28,0.23,0.85,0.17,0.26,0.43,0.22,0.46
megasquirtavr.csv,0.9,0.63,0.52,0.56,0.31,0.64,0.86,0.33,0.57,0.04,0.35,0.31,0.81,0.46,0.18,0.39,0.6,0.48
mevenide.csv,0.56,0.73,0.38,0.38,0.15,0.33,0.04,0.0,0.0,0.11,0.0,0.15,0.42,0.25,0.27,0.62,0.07,0.09
mumble.csv,0.84,0.74,0.36,0.59,0.27,0.44,0.81,0.21,0.5,0.0,0.58,0.35,0.65,0.76,0.12,0.18,0.62,0.42
mycila.csv,0.9,0.78,0.31,0.63,0.43,0.64,0.64,0.17,0.5,0.08,0.55,0.35,0.88,0.29,0.16,0.18,0.93,0.83
opengs.csv,0.78,0.82,0.3,0.42,0.51,0.56,0.68,0.62,0.69,0.11,0.27,0.39,0.14,0.47,0.33,0.35,0.89,0.72
openintents.csv,0.57,0.48,0.29,0.65,0.45,0.64,0.76,0.6,0.62,0.14,0.2,0.22,0.78,0.26,0.29,0.24,0.78,0.62
tweetsharp.csv,0.04,0.46,0.32,0.44,0.44,0.64,0.63,0.55,0.59,0.0,0.31,0.3,0.14,0.48,0.17,0.16,0.8,0.79
xharbour.csv,0.87,0.89,0.38,0.56,0.51,0.64,0.81,0.61,0.58,0.11,0.3,0.32,0.6,0.46,0.29,0.4,0.99,0.84
