,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.49,0.69,0.8,0.71,0.57,1.0,0.36,0.37,0.74,0.67,0.92,0.68,0.72,0.53,0.41,0.86,0.79,0.68
arsenal-1.csv,0.81,0.97,0.73,0.76,0.69,0.45,0.89,0.87,1.0,0.89,0.85,0.76,1.04,0.73,0.51,0.77,0.84,0.72
atomsite.csv,0.55,0.95,0.99,0.88,0.49,0.63,0.35,0.71,0.79,0.93,0.86,0.55,0.88,0.52,0.7,0.96,0.22,0.55
barracudamvc.csv,1.0,0.36,0.83,0.88,1.0,0.97,1.0,0.97,1.0,1.09,0.89,0.99,0.81,1.0,0.99,0.95,1.0,0.93
bionote.csv,0.38,0.78,0.66,0.75,0.93,0.6,0.71,0.87,0.96,0.75,0.72,0.52,0.91,0.52,0.21,0.65,0.86,0.67
bulmages.csv,1.0,0.91,1.01,0.96,0.91,1.0,0.96,0.86,1.0,0.69,1.0,0.47,0.83,0.75,1.0,0.74,0.9,0.81
fm-classic.csv,0.98,0.83,0.61,0.88,1.0,0.82,0.79,0.87,1.0,0.09,0.81,0.86,0.82,0.96,0.64,0.59,0.93,0.93
hazelcast.csv,0.54,1.0,0.46,0.94,0.67,0.61,0.05,0.84,0.72,0.93,0.79,0.61,0.65,0.5,0.72,0.74,0.1,0.79
jppf-project.csv,0.94,0.82,0.78,0.8,0.83,0.97,0.63,0.91,0.93,0.31,0.84,0.85,0.35,0.96,0.62,0.6,0.88,0.84
megasquirtavr.csv,1.0,0.85,0.47,1.0,0.8,1.0,1.01,0.8,0.98,0.91,0.79,0.69,0.69,0.55,0.91,0.68,1.15,0.68
mevenide.csv,0.61,0.82,0.63,0.76,0.91,0.78,0.98,1.0,1.0,0.59,1.0,0.91,0.74,0.84,0.76,0.33,0.97,0.96
mumble.csv,0.38,0.61,0.75,0.91,0.83,0.88,0.56,0.87,0.69,1.09,0.34,0.65,0.57,0.21,0.86,0.91,0.55,0.83
mycila.csv,1.0,0.84,0.8,0.57,0.83,0.9,0.59,0.93,0.74,0.97,0.42,0.96,0.89,0.82,0.9,0.99,1.01,0.87
opengs.csv,0.48,0.82,0.73,0.73,0.54,0.59,0.98,0.48,0.4,0.72,0.72,0.57,0.93,0.54,0.5,0.69,1.02,0.47
openintents.csv,0.91,0.71,0.76,0.43,0.77,1.0,0.42,0.67,0.73,0.53,0.81,0.82,0.93,0.94,0.75,0.81,1.06,1.02
tweetsharp.csv,0.98,0.7,0.97,0.67,0.69,0.84,1.1,0.83,0.99,1.0,0.83,0.69,1.05,0.54,0.78,0.9,1.05,0.39
xharbour.csv,0.22,0.95,0.82,0.89,0.73,1.0,0.74,0.84,1.0,0.72,1.0,0.82,0.83,0.8,0.67,0.89,1.0,0.8
