,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.62,0.43,0.66,0.46,0.5,0.51,0.48,0.1,0.0,0.5,0.61,0.52,0.67
avisynth2.csv,0.07,0.02,0.0,0.55,0.11,0.05,0.16,0.0,0.99,0.04,0.0,0.0,0.06
beast-mcmc.csv,0.74,0.5,0.59,0.39,0.6,0.33,0.71,0.71,0.64,0.47,0.38,0.57,0.45
dataobjectsdotnet.csv,0.59,0.57,0.5,0.0,0.34,0.61,0.63,0.65,0.54,0.6,0.64,0.53,0.29
exist.csv,0.67,0.4,0.49,0.51,0.49,0.77,0.55,0.42,0.65,0.54,0.58,0.0,0.74
foursquared.csv,0.21,0.12,0.24,0.0,0.16,0.24,0.32,0.82,0.94,0.09,0.1,0.27,0.06
jaxlib.csv,0.37,0.31,0.46,0.99,0.5,0.19,0.55,0.7,0.37,0.31,0.53,0.39,0.09
jrefactory.csv,0.42,0.69,0.39,0.53,0.21,0.05,0.16,0.49,0.0,0.47,0.43,0.54,0.17
nodal.csv,0.24,0.54,0.59,0.42,0.68,0.3,0.56,0.25,0.0,0.36,0.33,0.57,0.35
opendvr.csv,0.73,0.36,0.52,0.09,0.61,0.74,0.82,0.59,0.13,0.49,0.6,0.65,0.49
pokenetonline.csv,0.51,0.2,0.17,0.0,0.63,0.0,0.81,0.66,0.0,0.51,0.57,0.5,0.82
simplewebservices.csv,0.39,0.38,0.09,0.0,0.53,0.67,0.0,0.48,0.48,0.51,0.68,0.0,0.81
uface.csv,0.72,0.5,0.46,0.2,0.45,0.4,0.7,0.6,0.0,0.56,0.58,0.53,0.93
