,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.83,0.62,0.0,0.6,0.27,1.0,0.22,0.29,0.15,0.64,0.78,0.54,0.46,0.88,0.31,0.73,0.44,0.48,0.41
auber.csv,1.0,0.7,1.0,0.87,0.83,1.0,0.81,0.36,0.82,0.76,0.97,0.63,0.79,0.68,0.91,0.85,0.36,0.64,0.73
cortex-vfx.csv,0.57,0.44,0.0,0.67,0.53,0.33,0.36,0.21,0.62,0.8,0.28,0.66,0.61,0.55,0.29,0.77,0.17,0.55,0.53
empserver.csv,0.81,0.9,1.0,0.8,0.43,1.0,0.64,0.29,0.23,0.8,0.75,0.43,0.67,0.87,0.16,0.96,0.28,0.64,0.61
flylegacy.csv,0.68,0.65,0.0,0.73,0.57,0.83,0.44,0.93,0.72,0.96,0.65,0.71,0.88,0.61,0.76,0.96,0.75,0.86,0.51
galaxium.csv,0.74,0.81,0.0,0.8,0.37,0.83,0.31,0.5,0.54,0.64,0.72,0.77,0.48,0.69,0.52,0.69,0.28,0.38,0.45
growl-for-windows.csv,0.0,0.0,0.0,0.87,0.0,0.0,0.11,0.86,0.9,0.48,0.0,0.66,0.36,0.05,0.91,0.5,0.67,0.6,0.31
k3d.csv,0.32,0.33,1.0,0.6,0.87,0.17,0.89,0.57,0.05,0.2,0.0,0.4,0.37,0.1,0.14,0.35,0.03,0.14,0.71
libarchive.csv,0.82,0.71,1.0,0.87,0.9,0.83,0.67,1.0,0.97,0.6,0.83,0.89,0.61,0.79,0.88,0.69,0.97,0.55,0.69
linux-ntfs.csv,0.84,0.67,1.0,0.73,0.4,0.33,0.31,0.57,0.79,0.72,0.83,0.6,0.57,0.43,0.79,0.58,0.56,0.67,0.55
m-a-d-n-e-s-s.csv,0.62,0.54,0.0,0.4,0.2,0.83,0.64,0.0,0.08,0.68,0.47,0.37,0.3,0.32,0.14,0.42,0.19,0.14,0.73
novembre.csv,0.44,0.57,0.0,0.53,0.17,0.5,0.61,0.0,0.13,0.2,0.44,0.03,0.18,0.13,0.07,0.38,0.11,0.43,0.69
qtwin.csv,0.06,0.1,0.0,0.13,0.23,1.0,0.0,0.07,0.13,0.12,0.14,0.03,0.3,0.73,0.12,0.35,0.06,0.02,0.0
st-filteredstatistics.csv,0.94,0.92,1.0,1.0,0.4,0.83,0.69,1.0,0.77,0.92,0.87,0.97,0.54,0.97,0.81,0.77,0.92,0.26,0.63
tweetsharp.csv,0.47,0.14,0.0,0.53,0.4,0.33,0.06,0.71,0.82,0.4,0.23,0.37,0.55,0.49,0.67,0.15,0.56,0.74,0.08
unladen-swallow.csv,0.43,0.35,0.0,0.47,0.3,0.5,0.44,0.36,0.38,0.24,0.37,0.46,0.09,0.43,0.12,0.08,0.22,0.21,0.45
wishmaster.csv,0.27,0.59,1.0,0.33,0.07,0.83,0.28,0.79,0.13,0.52,0.57,0.46,0.13,0.32,0.48,0.0,0.5,0.02,0.12
