,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.96,0.91,0.88,0.87
jajuk.csv,0.71,0.96,0.8,0.8
vapor.csv,0.02,0.57,0.16,0.06
zorannt.csv,0.15,0.22,0.28,0.1
