,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.62,0.12,0.81,0.39,1.0
open-data-kit.csv,0.62,0.06,1.0,0.53,0.35
qtractor.csv,1.0,0.05,0.84,0.53,0.24
quarkplayer.csv,0.2,1.0,0.38,0.23,0.14
turbotrader-bos.csv,0.85,0.13,0.86,0.99,0.21
