,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.82,0.36,0.63,0.82,1.0
open-data-kit.csv,0.71,0.55,0.96,0.73,0.65
qtractor.csv,1.0,0.36,0.42,0.7,0.4
quarkplayer.csv,0.14,0.91,0.13,0.16,0.3
turbotrader-bos.csv,0.39,0.36,0.24,0.96,0.45
