,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.46,0.82,0.44,0.45,0.8
open-data-kit.csv,0.41,0.42,0.44,0.47,0.59
qtractor.csv,0.5,0.55,0.68,0.52,0.61
quarkplayer.csv,0.8,0.9,0.96,0.99,0.55
turbotrader-bos.csv,0.77,0.97,0.86,0.6,0.53
