,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.69,0.4,0.65,0.65,1.0
open-data-kit.csv,0.65,0.5,0.97,0.72,0.64
qtractor.csv,1.0,0.39,0.47,0.7,0.43
quarkplayer.csv,0.16,0.93,0.15,0.19,0.31
turbotrader-bos.csv,0.44,0.41,0.28,0.97,0.44
