,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.41,0.32,0.5,0.43,0.38,0.92,0.46,0.51,0.58,0.67,0.42,0.38,0.42,0.44,0.46,0.36
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.45,0.62,0.54,0.5
bionote.csv,0.43,0.35,0.7,0.67,0.91,0.83,0.89,0.44,0.72,0.46,0.86,0.33,0.58,0.5,0.73,0.37
bnetd.csv,0.4,0.39,0.52,0.45,0.63,0.62,0.61,0.39,0.49,0.42,0.47,0.33,0.45,0.4,0.51,0.33
elvishrayrenderer.csv,0.39,0.41,0.0,0.35,0.41,0.56,0.89,0.8,0.99,0.55,0.73,0.39,0.42,0.59,0.49,0.37
emisview.csv,0.5,0.0,0.65,0.56,0.56,0.54,0.8,0.91,0.61,0.0,0.58,0.5,0.72,0.79,0.57,0.75
hazelcast.csv,0.3,0.3,0.43,0.34,0.33,0.28,0.34,0.37,0.34,0.39,0.45,0.3,0.36,0.5,0.39,0.33
jitterbit.csv,0.34,0.37,0.63,0.54,0.41,0.47,0.63,0.9,0.64,0.86,0.44,0.62,0.43,0.46,0.47,0.47
jppf-project.csv,0.4,0.76,0.6,0.88,0.43,0.4,0.48,0.42,0.44,0.82,0.6,0.41,0.57,0.64,0.58,0.6
l2j.csv,0.4,0.32,0.48,0.37,0.37,0.39,0.43,0.46,0.4,0.45,0.45,0.39,0.36,0.48,0.58,0.38
megasquirtavr.csv,0.38,0.39,0.6,0.62,0.42,0.38,0.62,0.53,0.68,0.93,0.39,0.55,0.4,0.47,0.74,0.75
stajistics.csv,0.37,0.83,0.0,0.41,0.41,0.31,0.75,0.55,0.6,0.53,0.52,0.33,0.38,0.44,0.53,0.59
trackit.csv,0.71,0.75,0.97,0.74,0.69,0.53,0.5,0.5,0.64,0.85,0.62,0.9,0.75,0.8,0.63,0.94
wxlua.csv,0.92,0.46,0.62,0.47,0.94,0.94,0.76,0.5,0.76,0.55,0.4,0.78,0.65,0.6,0.94,0.5
x4x.csv,0.44,0.38,0.53,0.43,0.49,0.49,0.56,0.47,0.51,0.55,0.41,0.42,0.52,0.41,0.64,0.38
xharbour.csv,0.34,0.36,0.56,0.48,0.4,0.35,0.43,0.49,0.46,0.58,0.42,0.55,0.55,0.44,0.47,0.41
