,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.35,0.26,0.31,0.5,0.37,0.28
lazarus-ccr.csv,0.27,0.27,0.24,0.5,0.39,0.2
lcfizvtop.csv,0.21,0.22,0.16,0.27,0.19,0.21
migen.csv,0.31,0.21,0.18,0.13,0.15,0.3
mvnforum.csv,0.35,0.31,0.24,0.51,0.36,0.3
plplot.csv,0.23,0.32,0.31,0.15,0.32,0.31
