,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.39,0.21,0.19,0.4,0.23,0.37,0.84,0.09,0.5,0.52,0.25,0.62,0.4,0.18,0.3,0.38,0.68,0.53,0.5
aubit4gl.csv,0.15,0.22,0.42,0.18,0.22,0.22,0.31,0.0,0.7,0.39,0.08,0.26,0.45,0.16,0.56,0.24,0.38,0.5,0.17
ipfilter.csv,0.43,0.24,0.22,0.47,0.3,0.32,0.43,0.12,0.69,0.74,0.27,0.79,0.57,0.23,0.56,0.44,0.95,0.83,0.49
jmol.csv,0.41,0.14,0.19,0.57,0.23,0.27,0.8,0.11,0.63,0.76,0.2,0.74,0.65,0.23,0.61,0.41,0.84,0.87,0.6
liferea.csv,0.46,0.32,0.0,0.49,0.35,0.56,0.26,0.13,0.23,0.52,0.29,0.76,0.59,0.12,0.27,0.42,0.59,0.48,0.17
miranda-icq.csv,0.47,0.29,0.19,0.44,0.41,0.38,0.74,0.12,0.18,0.17,0.21,0.38,0.54,0.2,0.51,0.51,0.66,0.16,0.59
moving-pictures.csv,0.46,0.26,0.16,0.57,0.26,0.27,0.0,0.35,0.1,0.78,0.19,0.58,0.61,0.08,0.62,0.3,0.67,0.05,0.74
opensim4opencog.csv,0.49,0.43,0.09,0.58,0.34,0.49,0.62,0.12,0.67,0.78,0.31,0.82,0.62,0.2,0.5,0.42,0.6,0.75,0.54
pclasses.csv,0.49,0.65,0.18,0.44,0.22,0.12,0.0,0.31,0.04,0.2,0.27,0.36,0.13,0.08,0.38,0.0,0.04,0.0,0.53
pfaedit.csv,0.48,0.0,0.3,0.6,0.32,0.36,0.0,0.2,0.63,0.82,0.23,0.68,0.67,0.28,0.32,0.04,0.12,0.15,0.41
plearn.csv,0.52,0.37,0.14,0.46,0.38,0.4,0.18,0.15,0.1,0.0,0.28,0.18,0.54,0.05,0.46,0.14,0.67,0.12,0.5
psrchive.csv,0.5,0.27,0.45,0.37,0.64,0.4,0.62,0.16,0.67,0.4,0.19,0.22,0.59,0.23,0.49,0.43,0.67,0.71,0.37
re2c.csv,0.35,0.17,0.92,0.38,0.26,0.29,0.34,0.22,0.4,0.29,0.14,0.34,0.44,0.06,0.58,0.21,0.36,0.59,0.28
rockbox.csv,0.26,0.18,0.0,0.53,0.43,0.39,0.0,0.25,0.5,0.62,0.13,0.64,0.53,0.13,0.51,0.17,0.04,0.27,0.65
theresa.csv,0.54,0.13,0.13,0.56,0.41,0.43,0.39,0.33,0.55,0.73,0.21,0.64,0.53,0.24,0.48,0.31,0.55,0.61,0.5
tktoolkit.csv,0.37,0.22,0.31,0.54,0.31,0.35,0.66,0.13,0.62,0.76,0.22,0.82,0.5,0.4,0.64,0.41,0.82,0.92,0.55
tzod.csv,0.33,0.13,0.0,0.59,0.35,0.5,0.38,0.2,0.51,0.3,0.1,0.64,0.33,0.16,0.0,0.35,0.39,0.66,0.3
yaprm.csv,0.48,0.25,0.11,0.51,0.3,0.12,0.0,0.21,0.52,0.44,0.26,0.52,0.68,0.26,0.28,0.14,0.23,0.42,0.29
zemljanka.csv,0.45,0.3,0.2,0.55,0.28,0.27,0.69,0.18,0.7,0.74,0.23,0.78,0.68,0.19,0.52,0.31,0.49,0.88,0.47
