,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.57,0.69,0.77,0.75,0.57,0.39,0.48,0.54,0.57,0.53,0.45,0.55,0.55,0.52,0.61,0.54,0.59,0.94,0.46
aubit4gl.csv,0.89,0.86,0.92,0.83,0.91,0.86,0.76,0.0,0.47,0.92,0.87,0.94,0.62,0.96,0.62,0.87,0.89,0.84,0.8
ipfilter.csv,0.43,0.46,0.55,0.59,0.52,0.36,0.64,0.47,0.37,0.33,0.46,0.39,0.49,0.4,0.42,0.51,0.44,0.56,0.6
jmol.csv,0.47,0.67,0.42,0.47,0.4,0.56,0.45,0.42,0.34,0.3,0.46,0.44,0.34,0.4,0.39,0.39,0.36,0.39,0.35
liferea.csv,0.48,0.54,0.58,0.46,0.47,0.48,0.92,0.44,0.92,0.51,0.84,0.44,0.46,0.97,0.89,0.6,0.39,0.59,0.8
miranda-icq.csv,0.52,0.49,0.73,0.5,0.48,0.32,0.41,0.39,0.92,0.93,0.44,0.74,0.39,0.96,0.35,0.62,0.47,0.95,0.59
moving-pictures.csv,0.45,0.67,0.37,0.38,0.4,0.53,0.0,0.5,0.83,0.3,0.95,0.6,0.36,0.5,0.46,0.51,0.38,0.83,0.37
opensim4opencog.csv,0.41,0.49,0.35,0.36,0.37,0.34,0.48,0.38,0.33,0.29,0.53,0.36,0.32,0.39,0.46,0.38,0.35,0.38,0.39
pclasses.csv,0.53,0.75,0.8,0.5,0.75,0.67,0.0,0.9,0.67,0.93,0.6,0.96,0.9,0.5,0.65,0.0,0.86,0.0,0.45
pfaedit.csv,0.49,0.8,0.48,0.5,0.43,0.5,0.0,0.53,0.35,0.35,0.66,0.49,0.37,0.92,0.89,0.67,0.67,0.95,0.7
plearn.csv,0.49,0.67,0.47,0.45,0.46,0.5,0.75,0.42,0.83,0.0,0.6,0.92,0.38,0.93,0.41,0.94,0.38,0.93,0.48
psrchive.csv,0.52,0.63,0.81,0.69,0.5,0.44,0.51,0.59,0.42,0.67,0.62,0.94,0.45,0.54,0.48,0.45,0.43,0.64,0.69
re2c.csv,0.76,0.83,0.86,0.49,0.54,0.52,0.69,0.83,0.9,0.94,0.71,0.96,0.63,0.88,0.45,0.65,0.73,0.84,0.76
rockbox.csv,0.82,0.73,0.46,0.34,0.52,0.56,0.0,0.43,0.47,0.37,0.95,0.49,0.39,0.88,0.44,0.76,0.8,0.85,0.37
theresa.csv,0.43,0.53,0.42,0.35,0.43,0.6,0.69,0.47,0.35,0.34,0.68,0.41,0.48,0.35,0.56,0.46,0.35,0.39,0.56
tktoolkit.csv,0.55,0.54,0.6,0.37,0.42,0.31,0.42,0.48,0.34,0.33,0.44,0.34,0.41,0.71,0.3,0.39,0.38,0.44,0.41
tzod.csv,0.81,0.8,0.0,0.45,0.46,0.43,0.73,0.47,0.48,0.92,0.94,0.51,0.67,0.79,0.0,0.49,0.6,0.4,0.88
yaprm.csv,0.44,0.52,0.38,0.6,0.45,0.67,0.0,0.56,0.4,0.74,0.84,0.68,0.43,0.51,0.88,0.86,0.83,0.53,0.67
zemljanka.csv,0.42,0.51,0.43,0.4,0.41,0.35,0.45,0.55,0.35,0.35,0.42,0.4,0.35,0.42,0.33,0.41,0.5,0.48,0.5
