,f1,g,recall,precision,pf,wins
atlc.csv,0.39,0.48,0.57,0.37,0.58,4
aubit4gl.csv,0.24,0.28,0.24,0.4,0.24,1
ipfilter.csv,0.44,0.57,0.79,0.39,0.71,14
jmol.csv,0.57,0.45,0.79,0.45,0.65,15
liferea.csv,0.35,0.48,0.44,0.4,0.31,8
miranda-icq.csv,0.38,0.43,0.63,0.4,0.42,11
moving-pictures.csv,0.3,0.47,0.44,0.48,0.28,10
opensim4opencog.csv,0.5,0.55,0.69,0.48,0.48,18
pclasses.csv,0.2,0.17,0.14,0.33,0.17,0
pfaedit.csv,0.32,0.49,0.46,0.41,0.22,13
plearn.csv,0.28,0.51,0.5,0.42,0.33,9
psrchive.csv,0.43,0.57,0.61,0.47,0.4,17
re2c.csv,0.34,0.38,0.33,0.37,0.36,2
rockbox.csv,0.27,0.47,0.43,0.33,0.27,6
theresa.csv,0.48,0.5,0.46,0.49,0.3,16
tktoolkit.csv,0.5,0.5,0.82,0.38,0.76,12
tzod.csv,0.33,0.29,0.25,0.48,0.17,3
yaprm.csv,0.28,0.35,0.33,0.44,0.17,5
zemljanka.csv,0.47,0.48,0.82,0.36,0.82,7
