,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,5.0,1.0,0.0,3.0,4.0,6.0,0.0,39.0,1.0,1.0,13.0,1.0,0.0,3.0,2.0,8.0,1.0,0.0,10.0
aubit4gl.csv,0.0,3.0,0.0,2.0,7.0,5.0,0.0,52.0,2.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0
ipfilter.csv,5.0,1.0,0.0,4.0,3.0,6.0,0.0,42.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,11.0
jmol.csv,1.0,12.0,0.0,1.0,3.0,6.0,0.0,46.0,0.0,0.0,45.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0
liferea.csv,2.0,0.0,56.0,4.0,7.0,0.0,1.0,39.0,2.0,1.0,8.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0
miranda-icq.csv,2.0,13.0,6.0,6.0,1.0,6.0,0.0,45.0,3.0,1.0,11.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,6.0
moving-pictures.csv,1.0,3.0,0.0,1.0,14.0,0.0,69.0,10.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
opensim4opencog.csv,4.0,3.0,18.0,1.0,4.0,2.0,0.0,41.0,1.0,7.0,8.0,1.0,1.0,11.0,2.0,0.0,3.0,0.0,3.0
pclasses.csv,4.0,0.0,4.0,4.0,1.0,2.0,69.0,8.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,201.0,3.0,210.0,8.0
pfaedit.csv,2.0,66.0,0.0,0.0,17.0,6.0,69.0,14.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0
plearn.csv,1.0,0.0,0.0,0.0,4.0,2.0,0.0,34.0,2.0,88.0,2.0,1.0,3.0,10.0,4.0,0.0,3.0,0.0,4.0
psrchive.csv,12.0,4.0,0.0,0.0,0.0,7.0,0.0,20.0,1.0,1.0,12.0,0.0,1.0,10.0,3.0,3.0,0.0,0.0,3.0
re2c.csv,1.0,1.0,0.0,8.0,3.0,4.0,0.0,5.0,2.0,0.0,13.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0
rockbox.csv,9.0,3.0,56.0,5.0,3.0,3.0,69.0,17.0,0.0,2.0,6.0,0.0,2.0,4.0,3.0,17.0,0.0,0.0,1.0
theresa.csv,0.0,13.0,10.0,2.0,3.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,12.0,2.0,0.0,0.0
tktoolkit.csv,2.0,8.0,0.0,2.0,0.0,15.0,2.0,24.0,1.0,6.0,7.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,11.0
tzod.csv,5.0,2.0,56.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,11.0,0.0,2.0,4.0,58.0,2.0,3.0,0.0,1.0
yaprm.csv,3.0,8.0,2.0,4.0,11.0,2.0,69.0,13.0,2.0,0.0,8.0,1.0,0.0,16.0,3.0,2.0,0.0,0.0,2.0
zemljanka.csv,3.0,1.0,0.0,3.0,8.0,13.0,0.0,27.0,1.0,0.0,13.0,1.0,0.0,3.0,0.0,15.0,0.0,0.0,9.0
