,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.21,0.15,0.27,0.24,0.17,0.07,0.13
flylegacy.csv,0.58,0.15,0.41,0.55,0.51,0.89,0.67
jguard.csv,0.81,0.4,0.64,0.71,0.61,0.29,0.92
mob-sen-plat.csv,0.77,0.25,0.77,0.55,0.63,0.46,0.57
raygina.csv,0.3,0.05,0.82,0.77,0.27,0.32,0.25
upp-mirror.csv,0.3,0.1,0.55,0.34,0.29,0.23,0.28
wishmaster.csv,0.19,0.1,0.5,0.26,0.39,0.41,0.26
