,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.4,0.5,0.78,0.31,0.59,0.43,0.0
flylegacy.csv,0.47,0.77,0.81,0.17,0.63,0.34,0.21
jguard.csv,0.4,0.64,0.76,0.15,0.66,0.54,0.2
mob-sen-plat.csv,0.38,0.83,0.77,0.19,0.63,0.41,0.19
raygina.csv,0.59,0.0,0.74,0.16,0.62,0.33,0.21
upp-mirror.csv,0.38,0.6,0.79,0.23,0.79,0.48,0.15
wishmaster.csv,0.5,0.33,0.72,0.19,0.7,0.38,0.41
