,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,0.48,0.17,0.35,0.56,0.49,0.0,0.18
fluidium.csv,0.0,0.05,0.09,0.0,0.53,0.0,0.0
gogoego.csv,0.0,0.71,0.43,0.56,0.15,0.01,0.24
httpcontentparser.csv,0.05,0.6,0.36,0.28,0.59,0.01,0.43
patterntesting.csv,0.11,0.77,0.38,0.69,0.6,0.01,0.2
pokeglobal.csv,0.14,0.77,0.44,0.65,0.59,0.01,0.21
qtwin.csv,0.0,0.21,0.41,0.36,0.0,0.05,0.16
