,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,96.5,95.5,163.0,98.5,89.5,96.5,98.5,87.5,99.0,87.5,280.0,97.5,1151.0,96.5,88.5,91.5,183.0,241.5,99.0,195.0
amygdala.csv,91.5,95.0,612.5,96.5,86.5,195.5,98.5,553.0,11832.5,97.5,361.0,97.5,963.5,89.5,183.0,196.0,97.5,50.5,187.0,114.0
awemud.csv,488.5,95.5,192.0,98.5,98.5,95.5,197.5,97.5,6770.5,0.0,1490.5,97.5,1826.5,97.5,94.5,187.0,97.5,246.5,192.5,195.0
bullet.csv,488.5,291.5,695.0,83.5,194.0,96.5,98.5,97.5,99.0,74.0,739.5,97.5,2015.0,97.5,98.5,97.5,97.5,285.5,99.0,192.0
customwars.csv,96.5,291.5,691.0,98.5,194.0,98.5,98.5,977.5,99.0,0.0,853.0,97.5,381.0,196.0,98.5,91.5,183.0,92.5,97.5,96.5
dvd-create.csv,574.0,291.5,192.0,98.5,98.5,98.5,197.5,97.5,99.0,0.0,1395.0,97.5,2806.0,196.0,187.0,196.0,97.5,285.5,198.0,293.5
gbif-indexingtoolkit.csv,291.5,293.5,94.5,98.5,197.0,360.5,96.5,178.0,99.0,157.0,1189.5,357.0,2477.5,195.0,96.5,196.0,197.0,633.5,99.0,293.5
go.csv,292.5,95.5,610.5,98.5,194.0,195.5,98.5,97.5,99.0,185.5,1125.5,97.5,1929.5,97.5,96.5,97.5,196.0,92.5,99.0,195.0
growl-for-windows.csv,96.5,0.0,437.5,0.0,16.5,59.5,98.5,97.5,0.0,0.0,1489.5,97.5,0.0,196.0,96.5,97.5,88.5,263.5,0.0,96.5
gss.csv,391.0,390.5,192.0,98.5,195.0,98.5,98.5,97.5,99.0,0.0,1214.0,97.5,1833.0,196.0,98.5,187.0,88.5,285.5,98.5,96.5
kwave.csv,292.5,489.5,156.0,98.5,197.0,96.5,98.5,97.5,99.0,268.5,1389.0,97.5,2609.5,97.5,98.5,97.5,197.0,285.5,99.0,293.5
libarchive.csv,391.0,489.5,786.5,98.5,195.0,197.5,98.5,97.5,99.0,97.5,1580.0,97.5,2125.5,196.0,98.5,187.0,195.0,285.5,98.5,195.0
linux-ntfs.csv,586.0,293.0,192.0,98.5,96.5,98.5,98.5,97.5,982.0,273.5,1201.0,97.5,1938.0,96.5,97.5,97.5,97.5,285.5,99.0,192.0
lsb.csv,194.0,489.5,514.0,98.5,197.0,96.5,98.5,97.5,99.0,185.5,1032.0,97.5,287.0,196.0,96.5,196.0,196.0,285.5,99.0,293.5
mpgravity.csv,390.0,291.5,287.5,98.5,197.0,197.5,197.5,97.5,0.0,97.5,1580.0,97.5,0.0,196.0,98.5,196.0,197.0,285.5,99.0,293.5
nativeclient.csv,96.5,194.0,192.0,98.5,91.5,195.5,98.5,180.0,99.0,97.5,557.5,97.5,2298.5,97.5,98.5,91.5,97.5,92.5,99.0,195.0
qcad2.csv,96.5,194.5,229.5,98.5,89.5,98.5,98.5,87.5,99.0,97.5,373.5,95.5,1635.5,95.5,98.5,97.5,196.0,92.5,99.0,195.0
qtwin.csv,126.0,0.0,54.5,0.0,0.0,79.5,137.0,96.5,99.0,157.0,1159.5,184.0,764.0,196.0,92.5,91.5,80.5,55.5,90.5,0.0
roller.csv,194.0,489.5,287.5,98.5,197.0,197.5,197.5,97.5,99.0,97.5,1370.0,95.5,2415.5,97.5,97.5,196.0,197.0,285.5,99.0,293.5
xinity.csv,586.0,489.5,175.0,98.5,197.0,98.5,195.5,97.5,99.0,364.0,918.0,95.5,3352.0,97.5,98.5,196.0,197.0,285.5,99.0,293.5
