,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.5,0.29,0.15,0.05,0.13,0.31,0.75,0.4,0.92,0.47,0.71,0.25,0.78,0.37,0.42,0.35,0.57,0.2,0.4,0.42
amygdala.csv,0.6,0.05,0.46,0.54,0.28,0.41,0.54,0.44,0.36,0.35,0.39,0.72,0.29,0.61,0.41,0.48,0.51,0.17,0.12,0.0
awemud.csv,0.6,0.67,0.41,0.57,0.64,0.31,0.66,0.5,0.37,0.0,0.38,0.49,0.27,0.66,0.61,0.43,0.59,0.43,0.29,0.41
bullet.csv,0.61,0.56,0.43,0.66,0.41,0.71,0.58,0.31,0.55,0.0,0.32,0.69,0.68,0.26,0.52,0.64,0.39,0.39,0.51,0.56
customwars.csv,0.66,0.5,0.28,0.61,0.54,0.5,0.5,0.3,0.81,0.0,0.44,0.36,0.7,0.51,0.48,0.58,0.46,0.26,0.27,0.54
dvd-create.csv,0.56,0.6,0.49,0.25,0.79,0.69,0.43,0.62,0.73,0.0,0.43,0.71,0.45,0.61,0.56,0.45,0.54,0.23,0.55,0.63
gbif-indexingtoolkit.csv,0.52,0.54,0.45,0.09,0.0,0.41,0.48,0.57,0.39,0.38,0.56,0.46,0.61,0.34,0.44,0.19,0.52,0.51,0.41,0.13
go.csv,0.65,0.74,0.52,0.26,0.55,0.6,0.78,0.48,0.65,0.0,0.43,0.68,0.75,0.71,0.57,0.67,0.55,0.84,0.66,0.71
growl-for-windows.csv,0.72,0.0,0.42,0.0,0.01,0.09,0.68,0.58,0.0,0.0,0.13,0.6,0.0,0.47,0.52,0.48,0.42,0.71,0.0,0.26
gss.csv,0.6,0.67,0.63,0.68,0.74,0.68,0.67,0.53,0.79,0.0,0.51,0.67,0.72,0.57,0.3,0.7,0.61,0.4,0.52,0.66
kwave.csv,0.68,0.27,0.54,0.0,0.0,0.5,0.59,0.59,0.37,0.45,0.54,0.64,0.32,0.69,0.56,0.55,0.59,0.22,0.51,0.0
libarchive.csv,0.7,0.42,0.46,0.43,0.69,0.61,0.74,0.24,0.74,0.49,0.09,0.77,0.77,0.09,0.17,0.63,0.49,0.38,0.57,0.66
linux-ntfs.csv,0.58,0.57,0.63,0.65,0.64,0.65,0.42,0.65,0.38,0.38,0.61,0.53,0.44,0.58,0.49,0.79,0.66,0.41,0.52,0.65
lsb.csv,0.65,0.5,0.4,0.8,0.48,0.63,0.58,0.48,0.75,0.1,0.4,0.36,0.58,0.47,0.43,0.44,0.63,0.58,0.5,0.59
mpgravity.csv,0.42,0.74,0.49,0.27,0.47,0.48,0.13,0.24,0.0,0.76,0.0,0.24,0.0,0.55,0.46,0.0,0.27,0.56,0.62,0.46
nativeclient.csv,0.63,0.61,0.53,0.22,0.52,0.56,0.75,0.46,0.89,0.63,0.55,0.55,0.79,0.69,0.45,0.6,0.7,0.31,0.7,0.71
qcad2.csv,0.36,0.46,0.36,0.32,0.36,0.45,0.77,0.55,0.8,0.62,0.39,0.33,0.66,0.44,0.59,0.57,0.57,0.58,0.65,0.69
qtwin.csv,0.11,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.1,0.17,0.45,0.36,0.2,0.42,0.07,0.09,0.0
roller.csv,0.62,0.5,0.21,0.05,0.0,0.2,0.38,0.63,0.29,0.44,0.56,0.37,0.33,0.76,0.54,0.0,0.0,0.61,0.13,0.0
xinity.csv,0.35,0.0,0.43,0.0,0.23,0.33,0.44,0.4,0.19,0.44,0.49,0.4,0.2,0.33,0.75,0.2,0.48,0.62,0.09,0.05
