,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.26,0.33,0.29,0.79,0.88,0.22,0.93,0.2,0.38,0.33,0.64,0.78,0.22,0.27,0.0,0.47,0.27,0.0,0.38
fbmanager.csv,0.0,0.0,0.16,0.02,0.06,0.11,0.0,0.0,0.08,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
fido.csv,0.03,0.0,0.03,0.05,0.19,0.04,0.3,0.0,0.04,0.0,0.25,0.13,0.0,0.0,0.0,0.14,0.03,0.0,0.47
fityk.csv,0.34,0.81,0.68,0.45,0.44,0.3,0.78,0.48,0.29,0.53,0.53,0.57,0.66,0.27,0.12,0.38,0.6,1.0,0.29
fleet-simulator.csv,0.81,0.9,0.94,0.88,0.69,1.0,0.74,0.73,1.0,0.93,0.88,0.92,0.68,0.77,0.0,0.71,0.82,1.0,0.74
freenet.csv,0.62,0.9,0.77,0.39,0.62,0.96,0.67,0.98,0.75,0.97,0.96,0.88,0.61,0.82,1.0,0.6,0.72,1.0,0.73
geogebra.csv,0.14,0.19,0.45,0.58,0.25,0.22,0.04,0.08,0.21,0.5,0.31,0.29,0.14,0.23,0.0,0.25,0.25,0.0,0.27
google-caja.csv,0.25,0.67,0.32,0.81,0.94,0.48,0.26,0.99,0.33,0.07,0.96,0.99,0.5,0.59,0.0,0.78,0.67,1.0,0.97
hibernate.csv,0.26,0.43,0.13,0.21,0.62,0.3,0.19,0.95,0.46,0.03,0.71,0.35,0.33,0.59,0.0,0.28,0.35,1.0,0.6
itext.csv,0.16,0.9,0.42,0.81,0.81,0.41,1.0,0.94,0.38,0.2,0.79,0.54,0.5,0.41,0.5,0.75,0.66,1.0,0.85
k3b.csv,0.4,0.71,0.71,0.75,0.88,0.67,0.93,0.94,0.29,0.23,0.62,0.86,0.97,0.73,1.0,0.85,0.9,1.0,0.89
megameknet.csv,0.34,0.52,0.35,0.43,0.38,0.33,0.93,0.62,0.5,0.43,0.59,0.34,0.24,0.36,0.25,0.38,0.53,0.0,0.22
myfaces.csv,0.16,0.24,0.1,0.21,0.44,0.19,0.04,0.21,0.25,0.03,0.69,0.31,0.09,0.32,0.0,0.27,0.16,0.0,0.39
onotoa.csv,0.79,0.24,0.45,0.25,0.44,0.15,0.22,0.79,0.67,0.37,0.81,0.55,0.25,0.77,0.0,0.39,0.17,1.0,0.53
paintown.csv,0.21,0.62,0.65,0.6,0.75,1.0,1.0,0.95,0.42,0.33,0.91,0.88,0.96,0.55,1.0,0.88,0.95,1.0,0.98
powerfolder.csv,0.15,0.1,0.39,0.16,0.38,0.11,0.0,0.35,0.25,0.07,0.1,0.34,0.61,0.32,0.12,0.24,0.26,0.0,0.11
triplea.csv,0.23,0.33,0.26,0.84,0.62,0.41,0.56,0.8,0.46,0.13,0.53,0.74,0.25,0.32,0.0,0.4,0.42,0.0,0.57
xamj.csv,0.49,0.24,0.65,0.89,0.81,0.56,0.81,0.29,0.54,0.8,0.48,0.73,0.86,0.41,0.0,0.43,0.19,0.0,0.23
