,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,1.0,0.0,9.0,13.0,5.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,56.0,1.0,5.0
emulemorph.csv,1.0,0.0,3.0,2.0,1.0,0.0,71.0,95.0,96.0,0.0,1.0,0.0,119.0,113.0,7.0
fceugc.csv,0.0,0.0,0.0,12.0,1.0,0.0,13.0,0.0,22.0,0.0,1.0,0.0,31.0,5.0,4.0
gnukeda.csv,0.0,0.0,14.0,28.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,42.0,0.0,10.0
gusanos.csv,226.0,1.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,2.0,7.0
micomt.csv,0.0,2.0,0.0,19.0,2.0,0.0,2.0,2.0,36.0,0.0,1.0,1.0,58.0,0.0,11.0
modplug.csv,1.0,2.0,11.0,2.0,2.0,0.0,4.0,1.0,20.0,0.0,2.0,0.0,29.0,0.0,5.0
ogre.csv,0.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,119.0,0.0,9.0
openfrag.csv,1.0,1.0,5.0,47.0,4.0,0.0,2.0,2.0,13.0,0.0,0.0,2.0,56.0,1.0,8.0
oscarmcmaster.csv,0.0,0.0,4.0,51.0,4.0,0.0,3.0,3.0,6.0,8.0,1.0,1.0,31.0,1.0,0.0
pidgin.csv,0.0,1.0,2.0,33.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,36.0,1.0,1.0
repositorium.csv,226.0,0.0,3.0,12.0,0.0,0.0,71.0,3.0,1.0,0.0,3.0,7.0,34.0,1.0,12.0
unimrcp.csv,0.0,2.0,1.0,26.0,2.0,0.0,2.0,1.0,25.0,0.0,0.0,1.0,40.0,3.0,4.0
xapian.csv,1.0,1.0,11.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,2.0,1.0,60.0,1.0,9.0
xqilla.csv,0.0,0.0,6.0,32.0,1.0,0.0,39.0,1.0,32.0,9.0,4.0,4.0,1.0,9.0,5.0
