,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.39,0.5,0.53,0.44,0.35,0.48,0.45,0.42,0.49,0.41,0.45,0.46,0.4,0.39,0.45
emulemorph.csv,0.96,0.75,0.8,0.53,0.5,0.86,0.0,0.0,0.0,0.9,0.89,0.67,0.67,0.0,0.93
fceugc.csv,0.34,0.43,0.44,0.39,0.48,0.53,0.71,0.45,0.41,0.41,0.53,0.49,0.36,0.55,0.43
gnukeda.csv,0.9,0.54,0.49,0.47,0.39,0.43,0.43,0.9,0.4,0.47,0.49,0.48,0.38,0.6,0.43
gusanos.csv,0.0,0.5,0.38,0.64,0.82,0.96,0.4,0.4,0.91,0.79,0.71,0.45,0.34,0.92,0.46
micomt.csv,0.52,0.47,0.51,0.41,0.4,0.58,0.86,0.44,0.49,0.38,0.52,0.5,0.39,0.44,0.46
modplug.csv,0.37,0.45,0.42,0.39,0.38,0.41,0.39,0.41,0.42,0.43,0.45,0.39,0.33,0.43,0.36
ogre.csv,0.57,0.65,0.53,0.56,0.46,0.45,0.61,0.58,0.44,0.61,0.55,0.45,0.74,0.54,0.42
openfrag.csv,0.37,0.41,0.56,0.42,0.52,0.82,0.74,0.44,0.38,0.42,0.51,0.46,0.39,0.5,0.51
oscarmcmaster.csv,0.38,0.62,0.82,0.42,0.54,0.94,0.52,0.55,0.94,0.6,0.66,0.46,0.36,0.79,0.49
pidgin.csv,0.36,0.53,0.45,0.64,0.79,0.51,0.42,0.53,0.5,0.5,0.57,0.51,0.35,0.55,0.43
repositorium.csv,0.0,0.83,0.75,0.94,0.5,0.55,0.8,0.59,0.58,0.65,0.47,0.71,0.38,0.51,0.79
unimrcp.csv,0.62,0.48,0.43,0.5,0.48,0.83,0.8,0.43,0.54,0.43,0.59,0.55,0.34,0.56,0.58
xapian.csv,0.46,0.45,0.67,0.4,0.5,0.65,0.9,0.68,0.62,0.43,0.53,0.48,0.39,0.74,0.53
xqilla.csv,0.97,0.79,0.91,0.51,0.5,0.66,0.45,0.8,0.43,0.49,0.96,0.64,0.9,0.6,0.61
