,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.52,0.43,0.38,0.71,0.56
lcfizvtop.csv,0.32,0.33,0.42,0.44,0.68
migen.csv,0.69,0.47,0.85,0.89,0.82
mvnforum.csv,0.0,0.95,0.68,0.73,0.9
plplot.csv,0.35,0.36,0.35,0.58,0.4
