,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.74,0.45,0.36,0.27,0.1
lcfizvtop.csv,0.35,0.5,0.29,0.27,0.42
migen.csv,0.38,0.68,0.23,0.44,0.27
mvnforum.csv,1.0,0.47,0.5,0.25,0.1
plplot.csv,0.46,0.47,0.27,0.54,0.23
