,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.81,0.56,0.67,0.56,0.32
lcfizvtop.csv,0.41,0.64,0.42,0.53,0.74
migen.csv,0.24,0.69,0.2,0.23,0.31
mvnforum.csv,0.05,0.3,0.63,0.52,0.11
plplot.csv,0.0,0.61,0.41,0.65,0.62
