,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.59,0.98,0.53,0.62,0.41,0.71,0.0,0.73,0.55,0.59,0.58,0.46,0.6,0.42,0.67,0.47,0.62
avisynth2.csv,0.02,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
bigdata.csv,0.24,0.3,0.49,0.44,0.5,0.53,0.36,0.21,0.36,0.3,0.39,0.99,0.51,0.37,0.32,0.32,0.0
dsworkbench.csv,0.98,0.04,0.47,0.59,0.49,0.32,0.37,0.24,0.14,0.48,0.16,0.35,0.23,0.07,0.35,0.38,0.79
foursquared.csv,0.48,0.24,0.22,0.18,0.97,0.39,0.0,0.45,0.29,0.44,0.13,0.32,0.07,0.06,0.06,0.31,0.0
geotools.csv,0.39,0.36,0.48,0.31,0.53,0.55,0.7,0.44,0.62,0.98,0.43,0.38,0.3,0.33,0.12,0.38,0.67
gephex.csv,0.38,0.53,0.49,0.62,0.43,0.55,0.51,0.61,0.44,0.53,0.98,0.54,0.24,0.67,0.6,0.5,0.51
jgossipforum.csv,0.07,0.0,0.07,0.02,0.1,0.02,0.0,0.83,0.0,0.0,0.01,0.0,0.24,0.0,0.0,0.01,0.0
madman.csv,0.0,0.04,0.0,0.02,0.6,0.23,0.0,0.0,0.9,0.02,0.07,0.06,0.11,0.06,0.0,0.36,0.0
pokenetonline.csv,0.69,0.46,0.65,0.98,0.63,0.63,0.67,0.61,0.58,0.69,0.5,0.48,0.37,0.64,0.52,0.58,0.66
qmmp.csv,0.58,0.6,0.67,0.62,0.69,0.49,0.59,0.24,0.75,0.63,0.5,0.6,0.53,0.95,0.57,0.73,0.64
rcp-company-uibindings.csv,0.41,0.09,0.0,0.0,0.47,0.24,0.0,0.3,0.09,0.55,0.21,0.54,0.0,0.0,0.21,1.0,0.09
simplewebservices.csv,0.47,0.36,0.42,0.55,0.38,0.43,0.36,0.62,0.0,0.37,0.43,0.51,0.34,0.34,0.98,0.49,0.77
t-2.csv,0.38,0.67,0.47,0.31,0.48,0.93,0.36,0.61,0.28,0.4,0.55,0.47,0.41,0.43,0.39,0.51,0.85
wsmt.csv,0.21,0.41,0.35,0.2,0.05,0.12,0.55,0.63,0.41,0.26,0.27,0.4,0.98,0.38,0.16,0.13,0.0
yarp0.csv,0.57,0.09,1.0,0.59,0.44,0.52,0.37,0.13,0.29,0.47,0.31,0.44,0.37,0.12,0.48,0.68,0.82
