,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,1.0,0.0,3.0,1.0,10.0,9.0,64.0,48.0,12.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0
avisynth2.csv,0.0,107.0,53.0,84.0,69.0,2.0,0.0,224.0,56.0,0.0,111.0,0.0,64.0,124.0,240.0,250.0,103.0
bigdata.csv,0.0,3.0,2.0,2.0,0.0,14.0,30.0,148.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
dsworkbench.csv,0.0,0.0,6.0,0.0,5.0,68.0,16.0,35.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,49.0
foursquared.csv,0.0,0.0,3.0,0.0,0.0,16.0,64.0,8.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
geotools.csv,0.0,0.0,2.0,5.0,4.0,15.0,5.0,31.0,23.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,64.0
gephex.csv,1.0,1.0,5.0,0.0,0.0,14.0,31.0,43.0,31.0,18.0,0.0,0.0,2.0,2.0,12.0,0.0,74.0
jgossipforum.csv,0.0,107.0,1.0,1.0,4.0,0.0,64.0,0.0,56.0,298.0,0.0,304.0,0.0,124.0,240.0,0.0,103.0
madman.csv,65.0,0.0,53.0,0.0,1.0,41.0,64.0,224.0,0.0,9.0,1.0,0.0,4.0,0.0,240.0,0.0,103.0
pokenetonline.csv,0.0,1.0,6.0,0.0,0.0,48.0,21.0,30.0,19.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,64.0
qmmp.csv,0.0,1.0,0.0,2.0,6.0,48.0,20.0,19.0,11.0,9.0,1.0,0.0,0.0,0.0,12.0,0.0,75.0
rcp-company-uibindings.csv,2.0,1.0,3.0,0.0,0.0,66.0,35.0,137.0,24.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,90.0
simplewebservices.csv,0.0,0.0,0.0,1.0,9.0,77.0,24.0,121.0,56.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,54.0
t-2.csv,3.0,1.0,3.0,0.0,2.0,0.0,24.0,116.0,25.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0
wsmt.csv,2.0,0.0,10.0,0.0,9.0,12.0,30.0,30.0,14.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,103.0
yarp0.csv,0.0,0.0,0.0,1.0,1.0,99.0,20.0,153.0,10.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
