,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.15,0.44,0.67,1.0,0.25,0.91,0.45,0.34,0.15,0.32,0.33,0.29,0.51,0.12,0.34,0.27,0.32,0.23
bigdata.csv,0.75,0.18,0.17,1.0,0.0,0.88,0.21,0.46,0.64,0.38,0.95,0.0,0.24,1.0,1.0,0.9,0.57,0.27
chaperon.csv,0.12,0.28,0.0,0.0,1.0,0.27,0.09,0.12,0.05,0.12,0.07,0.14,0.01,0.12,0.03,0.0,0.05,0.0
e-bio-flow.csv,0.55,0.21,0.9,0.5,0.0,0.41,0.45,0.31,0.08,0.27,0.97,0.29,0.4,0.38,0.41,0.41,0.4,0.4
exist.csv,0.18,0.54,0.4,1.0,0.25,0.73,0.49,0.97,0.68,0.52,0.26,0.14,0.49,0.38,0.52,0.33,0.45,0.43
freedom-erp.csv,0.0,0.1,0.17,0.0,0.0,0.38,0.18,0.05,0.18,0.05,1.0,0.0,0.06,0.12,0.1,0.07,0.02,0.0
geotools.csv,0.32,0.38,0.33,0.5,0.0,0.2,0.2,0.28,0.22,0.25,0.52,0.14,0.92,0.25,0.29,0.21,0.38,0.03
jaxlib.csv,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03
jppf-project.csv,0.78,0.46,0.93,1.0,0.75,0.96,1.0,0.55,0.96,0.95,0.92,1.0,0.94,1.0,0.72,1.0,0.82,0.97
matrex.csv,0.08,0.56,0.23,0.5,0.5,0.61,0.16,0.11,0.99,0.32,0.73,0.29,0.21,0.25,0.24,0.09,0.2,0.13
mediate.csv,0.72,1.0,0.73,0.5,0.5,0.71,0.76,0.39,0.77,0.37,0.86,0.71,0.71,0.62,0.63,0.83,0.7,0.3
nunit.csv,0.48,0.72,0.5,0.0,0.0,0.25,0.3,0.45,0.16,0.33,0.19,0.29,0.35,0.0,0.26,0.17,0.98,0.13
octet.csv,0.35,0.97,0.13,0.5,0.75,0.88,0.43,0.54,0.45,0.57,0.96,1.0,0.35,0.5,0.49,0.46,0.55,0.77
pokenetonline.csv,0.32,0.64,0.77,1.0,0.75,0.79,0.77,0.77,0.7,1.0,0.89,0.57,0.78,0.62,0.78,0.6,0.72,0.77
reaper3d.csv,0.05,0.05,0.07,0.0,0.0,0.34,0.22,0.09,0.15,0.0,0.01,0.14,0.14,0.88,0.28,0.0,0.35,0.37
simplewebservices.csv,0.25,0.72,0.6,0.0,1.0,0.64,0.66,0.66,0.84,0.53,0.82,0.71,0.6,0.25,0.73,0.97,0.6,0.57
stajistics.csv,0.38,0.28,0.5,0.0,0.25,0.27,0.33,0.48,0.04,0.38,0.24,0.14,0.34,0.88,0.45,0.14,0.28,0.93
swtfox.csv,0.98,0.15,0.3,1.0,0.25,0.12,0.24,0.38,0.11,0.2,0.06,0.29,0.39,0.12,0.24,0.49,0.45,0.3
