,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,190.5,360.0,198.0,98.5,171.0,190.0,96.5,92.5,98.5,97.5,1519.5,99.0,96.5,182.0,94.5
calcubetimer.csv,97.5,432.0,99.0,80.5,194.0,99.0,97.5,97.5,88.5,97.5,515.5,94.5,99.0,192.0,295.0
chaosrts.csv,95.5,223.5,99.0,98.5,860.0,99.0,96.5,97.5,90.5,97.5,350.0,94.5,99.0,94.5,94.5
emono.csv,196.5,97.5,99.0,98.5,194.0,99.0,97.5,97.5,98.5,99.0,1995.5,99.0,99.0,192.0,295.0
freelords.csv,97.5,97.5,99.0,98.5,194.0,193.0,97.5,97.5,191.0,99.0,2013.5,97.5,99.0,192.0,295.0
jmonkeyengine.csv,196.5,97.5,159.5,194.0,341.0,0.0,97.5,120.0,95.5,99.0,473.5,99.0,98.5,192.0,295.0
jython.csv,196.5,97.5,99.0,98.5,96.5,165.0,97.5,97.5,98.5,98.5,1990.5,99.0,99.0,94.5,196.5
mclient-mume.csv,88.5,97.5,99.0,94.5,162.0,0.0,97.5,33.5,191.0,99.0,437.5,97.5,98.5,192.0,92.5
papertoolkit.csv,97.5,97.5,99.0,91.5,200.5,232.5,97.5,88.5,95.5,94.5,332.5,85.5,97.5,203.0,191.5
primefaces.csv,97.5,97.5,99.0,98.5,194.0,99.0,97.5,97.5,193.0,99.0,2686.5,99.0,99.0,192.0,295.0
st-filteredstatistics.csv,196.5,97.5,99.0,98.5,949.5,99.0,97.5,97.5,95.5,99.0,1474.5,99.0,99.0,192.0,295.0
toped.csv,196.5,97.5,99.0,98.5,96.5,485.0,97.5,97.5,98.5,98.5,2447.5,99.0,99.0,192.0,295.0
triplea.csv,97.5,97.5,38.5,98.5,687.0,193.0,97.5,97.5,98.5,99.0,829.5,97.5,99.0,192.0,295.0
web-cat.csv,95.5,97.5,38.5,190.0,96.5,99.0,97.5,97.5,98.5,99.0,2405.0,99.0,99.0,94.5,295.0
