,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.94,0.62,0.43,0.85,0.94,0.45,0.52,1.17,0.69,0.7,0.65,0.97,0.81,0.83,0.9
calcubetimer.csv,0.64,1.01,1.0,0.88,0.81,1.0,1.0,0.16,0.87,0.77,0.45,0.83,0.78,0.72,0.98
chaosrts.csv,0.76,1.01,1.02,0.58,0.56,1.0,0.66,0.75,0.49,0.63,0.69,0.88,0.29,0.64,0.83
emono.csv,0.54,0.85,0.23,0.91,0.81,0.85,0.52,0.76,1.0,0.34,0.87,0.91,0.96,0.94,0.47
freelords.csv,0.73,0.67,0.95,0.43,0.76,0.6,0.78,0.48,0.56,1.01,0.85,0.7,0.59,0.78,0.97
jmonkeyengine.csv,0.79,0.47,0.82,0.9,0.5,1.0,0.47,1.17,0.89,1.01,0.42,0.63,0.8,0.62,0.92
jython.csv,0.82,0.9,0.21,0.96,0.79,0.84,0.9,0.61,1.0,1.03,0.72,0.88,1.0,0.79,0.65
mclient-mume.csv,0.89,0.17,0.88,0.86,0.66,1.0,0.51,0.89,0.63,1.07,0.48,0.73,0.62,0.65,0.77
papertoolkit.csv,0.77,0.97,0.46,0.89,0.9,0.9,0.55,0.84,0.93,0.86,0.17,0.9,0.96,1.01,0.72
primefaces.csv,0.78,1.0,1.0,0.54,0.94,1.0,1.0,0.78,0.82,1.0,0.98,0.34,0.9,0.78,1.0
st-filteredstatistics.csv,0.81,1.0,0.99,0.83,0.83,0.85,0.89,0.79,0.26,1.0,0.78,0.93,0.95,1.0,0.98
toped.csv,0.91,0.85,0.99,0.72,0.83,0.78,0.2,1.0,0.93,1.08,0.87,0.86,1.0,1.0,0.65
triplea.csv,0.46,0.37,0.5,0.7,0.64,0.57,0.58,0.78,0.7,0.5,0.57,0.74,0.95,0.94,0.58
web-cat.csv,0.69,0.76,0.77,0.76,0.72,0.69,0.56,0.91,0.69,1.04,0.82,0.73,0.95,0.37,0.82
