,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.54,0.98,0.55,0.54,0.39
empyrean.csv,1.0,0.77,0.61,0.78,0.93
mplayer-ce.csv,0.86,0.79,0.76,0.75,0.95
nutz.csv,0.35,0.21,0.96,0.38,0.35
yafdotnet.csv,0.45,0.44,0.66,0.97,0.66
