,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.53,0.0,0.22,0.38,0.28
empyrean.csv,0.05,0.67,0.26,0.47,0.98
mplayer-ce.csv,0.92,0.95,0.63,0.81,0.01
nutz.csv,0.34,0.15,0.0,0.15,0.27
yafdotnet.csv,0.39,0.23,0.36,0.01,0.62
