,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.63,0.53,0.65,0.62,0.57
empyrean.csv,0.51,0.41,0.49,0.45,0.39
mplayer-ce.csv,0.47,0.45,0.49,0.41,0.59
nutz.csv,0.57,0.9,0.68,0.7,0.71
yafdotnet.csv,0.48,0.54,0.48,0.53,0.47
