,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.7,0.02,0.5,0.6,0.67
empyrean.csv,0.05,0.71,0.47,0.52,0.98
mplayer-ce.csv,0.93,0.97,0.67,0.85,0.05
nutz.csv,0.74,0.8,0.04,0.64,0.71
yafdotnet.csv,0.68,0.6,0.49,0.03,0.71
