,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.59,0.99,0.51,0.52,0.46
empyrean.csv,0.99,0.61,0.52,0.64,0.6
mplayer-ce.csv,0.72,0.55,0.43,0.52,0.97
nutz.csv,0.45,0.31,0.98,0.48,0.42
yafdotnet.csv,0.54,0.52,0.49,0.98,0.55
