,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,95.5,197.5,272.5,98.5,191.0,249.5,723.5,645.5,81.5,3901.5,197.5,296.0
e-bio-flow.csv,99.0,98.5,95.5,98.5,390.0,209.5,530.5,645.5,93.5,2124.5,98.5,296.0
freedom-erp.csv,99.0,98.5,291.5,35.5,94.5,3456.0,634.0,362.0,181.0,28.5,194.5,93.5
jbasic.csv,97.5,197.5,388.0,94.5,194.5,4092.0,1463.5,549.0,98.5,1456.5,197.5,768.0
jgossipforum.csv,95.5,98.5,194.0,447.5,231.5,340.0,147.0,367.0,94.5,2985.0,98.5,98.5
joustsim.csv,95.5,197.5,82.5,98.5,863.0,429.5,332.0,463.5,98.5,4170.0,197.5,395.0
jsidplay2.csv,99.0,197.5,194.0,98.5,778.5,263.0,1176.5,645.5,99.0,2664.0,197.5,197.0
madman.csv,59.5,97.5,176.0,93.5,487.0,1789.0,847.5,184.0,62.5,1244.5,95.5,708.0
mule.csv,98.5,296.0,386.0,98.5,391.5,718.5,953.0,544.0,94.5,92.0,197.5,197.0
nunit.csv,86.5,93.5,388.0,288.5,94.5,260.5,574.5,1409.5,90.5,1955.5,98.5,857.5
power-architect.csv,99.0,197.5,388.0,98.5,680.0,4108.0,661.5,1220.5,99.0,3676.0,197.5,395.0
reaper3d.csv,98.5,98.5,291.5,449.5,291.0,3388.5,415.0,264.5,190.0,1127.0,197.5,285.5
