,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.11,0.96,0.48,0.12
n2cms.csv,0.98,0.48,0.31,0.37
nassp.csv,0.23,0.43,0.32,0.96
nug.csv,0.5,0.1,0.97,0.36
