,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.5,1.0,0.58,0.2
n2cms.csv,1.0,0.42,0.25,0.24
nassp.csv,0.54,0.56,0.5,1.0
nug.csv,0.47,0.17,1.0,0.31
