,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.0,0.0,7.0,0.0,43.0,6.0,9.0
k3d.csv,2.0,54.0,0.0,0.0,29.0,818.0,183.0
massiv.csv,91.0,54.0,205.0,76.0,0.0,818.0,183.0
net-snmp.csv,0.0,8.0,23.0,4.0,561.0,59.0,58.0
patterntesting.csv,1.0,1.0,1.0,0.0,12.0,17.0,43.0
t-2.csv,1.0,1.0,0.0,8.0,285.0,0.0,41.0
xreal.csv,91.0,54.0,205.0,76.0,561.0,818.0,0.0
