,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,3.0,24.0,1.0,0.0,5.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,41.0,1.0
bdbbasic.csv,2.0,29.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0
crux-framework.csv,1.0,11.0,32.0,2.0,0.0,10.0,1.0,0.0,6.0,1.0,11.0,0.0,1.0,1.0,3.0,2.0
echongl.csv,6.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,56.0,6.0
etherboot.csv,105.0,7.0,411.0,0.0,2.0,0.0,99.0,0.0,2.0,136.0,1.0,1.0,0.0,342.0,39.0,1.0
freebios.csv,0.0,8.0,129.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,4.0,40.0,2.0
gebr.csv,0.0,45.0,0.0,1.0,0.0,4.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,5.0,68.0,1.0
gnukeda.csv,0.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,67.0,16.0,3.0,7.0,0.0,0.0,69.0,0.0
google-gears.csv,3.0,22.0,1.0,1.0,0.0,3.0,1.0,0.0,8.0,0.0,2.0,7.0,1.0,1.0,35.0,1.0
gstreamer.csv,3.0,41.0,1.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,59.0,1.0
jnode.csv,2.0,4.0,2.0,2.0,82.0,116.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,20.0,0.0
metacosm.csv,1.0,18.0,31.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,5.0,28.0,0.0
openmeetings.csv,3.0,1.0,55.0,0.0,4.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,10.0,4.0
pgui.csv,4.0,43.0,411.0,1.0,0.0,29.0,3.0,0.0,5.0,0.0,1.0,2.0,0.0,342.0,68.0,1.0
tradelink.csv,0.0,8.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,42.0,1.0
wxcrp.csv,4.0,45.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,58.0,1.0
