,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.33,0.38,0.98,0.15,0.1,0.0
foursquared.csv,0.17,0.13,0.0,0.9,0.0,0.0
ifmo-game-1.csv,0.72,0.0,0.37,0.25,0.0,0.0
micomt.csv,0.41,0.54,0.41,0.17,0.84,0.24
voms.csv,0.46,0.88,0.36,0.62,0.36,0.57
