,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.64,0.89,0.58,0.56,0.38,0.48,0.57
emulemorph.csv,0.52,0.99,0.78,0.88,0.0,0.93,0.54
htmlunit.csv,0.29,0.37,0.4,0.36,0.55,0.49,0.35
jvcl.csv,0.67,0.75,0.67,0.55,0.67,0.96,0.56
m-m-m.csv,0.63,0.47,0.35,0.4,0.76,0.42,0.39
nh3d.csv,0.52,0.83,0.0,0.38,0.56,0.85,0.75
wgs-assembler.csv,0.49,0.47,0.38,0.43,0.5,0.68,0.45
