,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.37,0.39,0.36,0.4,0.39,0.46,0.4,0.47,0.33,0.33,0.36
gstreamer.csv,0.41,0.48,0.39,0.45,0.44,0.67,0.58,0.48,0.47,0.45,0.49
ktc.csv,0.5,0.58,0.8,0.62,0.87,0.8,0.61,0.51,0.68,0.7,0.57
mbse.csv,0.5,0.57,0.77,0.6,0.49,0.92,0.54,0.61,0.42,0.62,0.57
nebuladevice.csv,0.69,0.98,0.91,0.94,0.96,0.65,0.83,0.88,0.93,0.95,0.8
neoengine.csv,0.49,0.59,0.41,0.6,0.68,0.45,0.57,0.49,0.5,0.44,0.47
openmalaria.csv,0.4,0.4,0.35,0.51,0.39,0.5,0.34,0.43,0.35,0.32,0.4
rtrt-on-gpu.csv,0.65,0.6,0.44,0.86,0.69,0.9,0.53,0.41,0.49,0.64,0.93
salasaga.csv,0.44,0.55,0.43,0.46,0.57,0.49,0.52,0.88,0.38,0.58,0.52
skia.csv,0.92,0.52,0.56,0.94,0.69,0.8,0.67,0.56,0.62,0.89,0.61
xemeiah.csv,0.45,0.49,0.51,0.9,0.6,0.5,0.6,0.51,0.64,0.48,0.47
