,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.59,0.57,0.55,0.56,0.68,0.62,0.42,0.6,0.52,0.45,0.65,0.45,0.83,0.49,0.99,0.45,0.61,0.5,0.66,0.49
galaxium.csv,0.5,0.6,0.85,0.81,0.54,0.73,0.75,0.63,0.7,0.71,0.67,0.52,0.62,0.85,0.98,0.83,0.4,0.56,0.71,0.88
itext.csv,0.98,0.57,0.8,0.75,0.88,0.93,0.68,0.51,0.82,0.53,0.82,0.37,0.61,0.44,0.51,0.71,0.35,0.53,0.92,0.79
jahshakafx.csv,0.5,0.57,0.94,0.95,0.46,0.9,0.43,0.62,0.89,0.56,0.58,0.44,0.77,0.6,0.66,0.71,0.42,0.57,0.64,0.77
kolmafia.csv,0.58,0.49,0.56,0.52,0.67,0.61,0.5,0.5,0.64,0.59,0.46,0.36,0.44,0.37,0.4,0.5,0.35,0.42,0.88,0.61
mecat.csv,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.92,0.74,0.8,0.98,0.76,0.79,0.68,0.82,0.62,0.6,0.73,0.62,0.82,0.5,0.72,0.92,0.62,0.57,0.96,0.61
mptvseries.csv,0.49,0.48,0.55,0.52,0.53,0.58,0.42,0.73,0.59,0.67,0.6,0.52,0.68,0.91,0.54,0.92,0.89,0.6,0.6,0.38
novembre.csv,0.51,0.52,0.66,0.82,0.67,0.84,0.75,0.83,0.73,0.62,0.83,0.83,0.95,0.86,0.64,0.9,0.59,0.94,0.65,0.92
ns-3.csv,0.38,0.52,0.46,0.56,0.5,0.5,0.35,0.47,0.39,0.38,0.45,0.4,0.39,0.36,0.59,0.38,0.38,0.36,0.47,0.45
nullc.csv,0.51,0.53,0.42,0.56,0.46,0.42,0.35,0.49,0.34,0.41,0.43,0.67,0.4,0.41,0.97,0.35,0.56,0.7,0.44,0.36
pixel-commandos.csv,0.99,1.0,0.97,0.5,0.75,0.75,0.67,0.0,0.0,0.93,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.75,0.0
plee-the-bear.csv,0.99,1.0,0.96,0.8,0.74,0.75,0.82,0.83,0.59,0.94,0.93,0.47,0.8,0.59,0.99,0.9,0.5,0.95,0.88,0.59
quantlib.csv,0.67,0.53,0.47,0.51,0.56,0.46,0.57,0.53,0.39,0.38,0.58,0.45,0.52,0.48,0.61,0.34,0.35,0.39,0.41,0.92
reaper-ecad.csv,0.67,0.92,0.73,0.96,0.53,0.74,0.68,0.67,0.74,0.62,0.77,0.74,0.66,0.94,0.94,0.6,0.67,0.63,0.71,0.7
sbml.csv,0.44,0.47,0.45,0.55,0.48,0.47,0.38,0.46,0.69,0.38,0.46,0.46,0.42,0.46,0.52,0.38,0.46,0.61,0.4,0.52
smartgwt.csv,0.58,0.56,0.72,0.69,0.56,0.79,0.91,0.54,0.62,0.57,0.72,0.44,0.46,0.49,0.57,0.73,0.6,0.37,0.93,0.95
unladen-swallow.csv,0.82,1.0,0.99,0.98,0.73,0.67,0.65,0.8,0.65,0.58,0.84,0.81,0.62,0.54,0.87,0.8,0.94,0.53,0.73,0.54
vienna-add-in.csv,0.47,0.45,0.52,0.59,0.47,0.49,0.36,0.55,0.41,0.43,0.47,0.43,0.43,0.48,0.58,0.36,0.43,0.46,0.51,0.36
wow-qrsk.csv,0.84,0.64,0.63,0.71,0.77,0.81,0.83,0.85,0.65,0.65,0.85,0.6,0.68,0.46,0.61,0.91,0.8,0.42,0.8,0.8
