,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.62,0.61,0.46,0.53,0.39,0.46,0.56,0.46,0.54,0.63,0.43,0.61,0.23,0.59,0.17,0.96,0.67,0.59,0.74,0.6
galaxium.csv,0.56,0.49,0.5,0.29,0.26,0.26,0.23,0.28,0.3,0.32,0.45,0.62,0.98,0.21,0.31,0.13,0.52,0.43,0.54,0.1
itext.csv,0.16,0.56,0.34,0.5,0.17,0.27,0.37,0.34,0.25,0.48,0.3,0.59,0.5,1.0,0.58,0.43,0.82,0.53,0.0,0.25
jahshakafx.csv,0.99,0.53,0.21,0.25,0.28,0.18,0.5,0.28,0.3,0.42,0.5,0.52,0.33,0.37,0.34,0.29,0.65,0.39,0.29,0.14
kolmafia.csv,0.56,0.62,0.57,0.54,0.28,0.42,0.35,0.33,0.3,0.43,0.56,0.69,0.69,0.72,0.52,0.51,0.63,0.97,0.0,0.37
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.22,0.45,0.21,0.05,0.45,0.44,0.3,0.4,0.3,0.48,0.34,1.0,0.44,0.62,0.61,0.27,0.69,0.36,0.0,0.5
mptvseries.csv,0.74,0.6,0.76,0.68,0.45,0.47,0.48,0.32,0.91,0.41,0.6,0.49,0.48,0.25,0.7,0.19,0.7,0.36,0.7,0.45
novembre.csv,0.54,0.65,0.61,0.29,0.28,0.25,0.83,0.24,0.36,0.46,0.47,0.27,0.17,0.15,0.5,0.21,0.91,0.27,0.76,0.1
ns-3.csv,0.77,0.64,0.67,0.68,0.46,0.98,0.58,0.56,0.51,0.77,0.65,0.61,0.69,0.65,0.71,0.59,0.58,0.68,0.7,0.54
nullc.csv,0.41,0.37,0.48,0.39,1.0,0.4,0.0,0.34,0.67,0.66,0.52,0.42,0.69,0.66,0.28,0.33,0.37,0.45,0.4,0.45
pixel-commandos.csv,0.2,0.21,0.28,0.05,0.1,0.02,0.16,0.0,0.06,0.22,0.2,0.0,0.0,0.0,0.01,0.09,0.0,0.0,1.0,0.0
plee-the-bear.csv,0.13,0.1,0.88,0.1,0.45,0.44,0.31,0.45,0.41,0.25,0.23,0.48,0.2,0.49,0.14,0.17,0.34,0.2,0.0,0.51
quantlib.csv,0.38,0.37,0.62,0.6,0.52,0.59,0.36,0.52,0.67,0.24,0.62,0.6,0.65,0.53,0.37,0.51,0.47,0.65,0.73,1.0
reaper-ecad.csv,0.53,0.31,0.43,1.0,0.6,0.41,0.56,0.53,0.35,0.51,0.51,0.41,0.25,0.24,0.24,0.52,0.0,0.31,0.73,0.45
sbml.csv,0.63,0.68,0.64,0.13,0.49,0.57,0.46,0.37,0.42,0.97,0.71,0.6,0.78,0.69,0.47,0.63,0.36,0.49,0.78,0.58
smartgwt.csv,0.55,0.59,0.48,0.45,0.41,0.39,0.24,0.5,0.44,0.43,0.52,0.63,0.69,0.68,0.96,0.3,0.89,0.35,0.29,0.33
unladen-swallow.csv,0.34,0.69,0.28,0.05,0.33,0.5,0.49,0.49,0.48,0.4,0.25,0.35,0.34,0.41,0.26,0.11,0.37,0.4,0.28,0.59
vienna-add-in.csv,0.57,0.67,0.55,0.51,0.0,0.59,0.51,0.97,0.74,0.61,0.48,0.54,0.66,0.58,0.17,0.41,0.5,0.57,0.78,0.09
wow-qrsk.csv,0.37,0.59,0.52,0.51,0.31,0.28,0.16,0.24,0.35,0.33,0.94,0.46,0.41,0.53,0.4,0.19,0.95,0.6,0.54,0.0
