,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.49,0.23,0.09,0.3,0.51,0.53,0.39,0.55,0.46,0.71,0.23,0.46,0.18,0.6,0.14,0.98,0.15,0.61,0.18,0.34
galaxium.csv,0.51,0.29,0.28,0.24,0.35,0.32,0.22,0.36,0.34,0.42,0.39,0.47,0.99,0.26,0.37,0.2,0.11,0.47,0.19,0.12
itext.csv,0.18,0.27,0.09,0.2,0.24,0.34,0.29,0.41,0.27,0.58,0.25,0.45,0.44,1.0,0.54,0.5,0.16,0.6,0.0,0.19
jahshakafx.csv,0.99,0.32,0.1,0.22,0.38,0.25,0.39,0.36,0.36,0.52,0.39,0.42,0.33,0.45,0.33,0.38,0.14,0.46,0.08,0.13
kolmafia.csv,0.54,0.3,0.15,0.32,0.39,0.49,0.24,0.4,0.3,0.52,0.34,0.53,0.55,0.72,0.41,0.58,0.12,0.98,0.0,0.26
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.17,0.16,0.05,0.02,0.56,0.51,0.22,0.49,0.31,0.56,0.21,0.99,0.41,0.64,0.46,0.35,0.21,0.4,0.0,0.29
mptvseries.csv,0.56,0.24,0.22,0.39,0.76,0.55,0.34,0.4,0.94,0.5,0.43,0.4,0.48,0.31,0.53,0.25,0.33,0.42,0.12,0.29
novembre.csv,0.5,0.28,0.22,0.16,0.39,0.32,0.89,0.32,0.35,0.56,0.45,0.27,0.18,0.2,0.3,0.3,0.24,0.35,0.25,0.11
ns-3.csv,0.6,0.24,0.15,0.29,0.57,0.98,0.45,0.63,0.49,0.82,0.36,0.47,0.51,0.66,0.52,0.67,0.1,0.7,0.13,0.32
nullc.csv,0.45,0.2,0.12,0.22,1.0,0.73,0.43,0.41,0.63,0.75,0.35,0.38,0.51,0.67,0.35,0.79,0.1,0.54,0.07,0.35
pixel-commandos.csv,0.2,0.21,0.25,0.08,0.15,0.04,0.22,0.0,0.1,0.31,0.27,0.0,0.0,0.0,0.02,0.13,0.0,0.0,1.0,0.0
plee-the-bear.csv,0.09,0.05,0.92,0.14,0.64,0.51,0.25,0.53,0.35,0.31,0.13,0.38,0.15,0.51,0.12,0.22,0.05,0.24,0.0,0.28
quantlib.csv,0.41,0.2,0.13,0.27,0.67,0.67,0.26,0.63,0.63,0.82,0.44,0.48,0.48,0.64,0.39,0.8,0.11,0.67,0.12,1.0
reaper-ecad.csv,0.4,0.14,0.12,1.0,0.72,0.48,0.47,0.62,0.32,0.59,0.33,0.33,0.17,0.27,0.13,0.61,0.0,0.33,0.16,0.29
sbml.csv,0.52,0.26,0.14,0.23,0.6,0.63,0.35,0.44,0.44,0.98,0.42,0.48,0.61,0.69,0.42,0.72,0.06,0.56,0.13,0.37
smartgwt.csv,0.44,0.3,0.15,0.23,0.53,0.47,0.23,0.63,0.4,0.51,0.37,0.51,0.54,0.68,0.97,0.36,0.21,0.7,0.06,0.33
unladen-swallow.csv,0.33,0.71,0.12,0.03,0.52,0.57,0.37,0.56,0.43,0.56,0.15,0.3,0.23,0.52,0.15,0.16,0.1,0.46,0.04,0.34
vienna-add-in.csv,0.52,0.26,0.11,0.22,0.87,0.68,0.45,0.98,0.64,0.77,0.27,0.46,0.48,0.67,0.36,0.7,0.08,0.59,0.13,0.33
wow-qrsk.csv,0.42,0.23,0.17,0.37,0.41,0.38,0.19,0.33,0.31,0.43,0.97,0.4,0.35,0.57,0.38,0.25,0.33,0.64,0.17,0.0
