,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.63,0.66,0.48,0.5,0.38,0.43,0.6,0.51,0.58,0.64,0.42,0.68,0.2,0.65,0.14,0.95,0.67,0.62,0.75,0.67
galaxium.csv,0.52,0.45,0.45,0.25,0.22,0.22,0.2,0.24,0.26,0.28,0.4,0.68,0.97,0.18,0.27,0.11,1.0,0.4,0.5,0.08
itext.csv,0.13,0.54,0.3,0.5,0.14,0.23,0.33,0.3,0.21,0.43,0.26,0.64,0.46,1.0,0.54,0.39,1.0,0.49,0.0,0.21
jahshakafx.csv,0.99,0.49,0.18,0.21,0.24,0.15,0.47,0.24,0.26,0.37,0.46,0.51,0.29,0.32,0.3,0.25,0.67,0.34,0.25,0.12
kolmafia.csv,0.52,0.61,0.55,0.5,0.24,0.38,0.33,0.29,0.26,0.39,0.55,0.77,0.69,0.74,0.49,0.48,0.67,0.96,0.0,0.33
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.19,0.45,0.18,0.04,0.42,0.41,0.27,0.36,0.26,0.49,0.31,1.0,0.4,0.74,0.59,0.23,0.67,0.32,0.0,0.5
mptvseries.csv,0.87,0.9,0.79,0.67,0.72,0.44,0.47,0.28,0.89,0.37,0.57,0.47,0.43,0.21,0.69,0.16,0.67,0.32,0.75,0.71
novembre.csv,0.5,0.67,0.58,0.25,0.24,0.21,0.8,0.2,0.32,0.41,0.42,0.23,0.14,0.12,0.57,0.18,1.0,0.23,0.75,0.08
ns-3.csv,0.83,0.74,0.97,0.75,0.42,0.98,0.87,0.55,0.74,0.78,0.79,0.7,0.77,0.65,0.71,0.66,0.67,0.79,0.75,0.54
nullc.csv,0.87,0.87,0.88,0.88,1.0,0.83,1.0,0.31,1.0,0.75,0.93,0.38,0.74,0.74,0.24,0.95,0.33,0.4,0.75,0.92
pixel-commandos.csv,0.17,0.18,0.24,0.04,0.08,0.02,0.13,0.0,0.05,0.18,0.17,0.0,0.0,0.0,0.01,0.07,0.0,0.0,1.0,0.0
plee-the-bear.csv,0.11,0.08,0.85,0.08,0.54,0.45,0.27,0.42,0.42,0.22,0.2,0.62,0.17,0.53,0.12,0.14,0.33,0.17,0.0,0.54
quantlib.csv,0.33,0.89,0.82,1.0,0.58,0.64,0.33,0.6,1.0,0.97,0.6,0.79,0.69,0.79,0.93,0.93,1.0,0.74,1.0,1.0
reaper-ecad.csv,0.54,0.27,0.39,1.0,0.62,0.39,0.53,0.59,0.32,0.49,0.49,0.38,0.23,0.21,0.23,0.48,0.0,0.32,0.75,0.42
sbml.csv,0.63,0.75,0.88,1.0,0.44,0.57,0.67,0.33,0.37,0.96,0.77,0.6,0.83,0.76,0.43,0.73,0.33,0.45,1.0,0.58
smartgwt.csv,0.54,0.57,0.45,0.42,0.36,0.35,0.2,0.61,0.42,0.42,0.49,0.64,0.71,0.71,0.95,0.27,1.0,0.94,0.25,0.29
unladen-swallow.csv,0.3,0.64,0.24,0.04,0.42,0.5,0.47,0.48,0.47,0.51,0.22,0.32,0.34,0.62,0.24,0.09,0.33,0.49,0.25,0.62
vienna-add-in.csv,0.98,0.77,0.7,0.79,0.94,0.66,0.93,0.96,0.95,0.8,0.65,0.79,0.77,0.82,0.91,0.77,0.67,0.6,1.0,0.96
wow-qrsk.csv,0.32,0.61,0.48,0.46,0.26,0.24,0.13,0.2,0.32,0.29,0.93,0.43,0.37,0.5,0.35,0.16,1.0,0.72,0.5,0.0
