,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.77,0.27,1.0,0.47,0.47,0.32,0.26,0.17,0.34,0.63,0.38,0.93
dsworkbench.csv,0.93,0.32,1.0,0.33,0.5,0.33,0.3,0.0,0.41,0.5,0.0,0.97
gogoego.csv,0.79,0.35,0.93,0.64,0.5,0.42,0.3,0.15,0.36,0.75,0.68,0.99
jpaul.csv,0.87,0.33,0.0,0.58,0.5,0.0,0.0,0.0,0.44,0.0,0.0,0.0
loki-lib.csv,0.73,0.27,0.94,0.37,0.42,0.31,0.32,0.16,0.39,0.68,0.61,0.98
motu.csv,0.91,0.25,0.89,0.34,0.31,0.4,0.38,0.11,0.34,0.65,0.49,0.99
mp-rechnungs-und-kundenverwaltung.csv,1.0,0.26,0.86,0.34,0.2,0.67,0.5,0.12,0.38,0.75,0.75,1.0
rtrt-on-gpu.csv,0.79,0.24,0.85,0.29,0.39,0.36,0.29,0.5,0.31,0.33,0.38,0.97
scenemonitor.csv,0.74,0.29,1.0,0.38,0.67,0.22,0.26,0.07,0.37,0.69,0.0,1.0
xstore.csv,0.84,0.26,0.92,0.41,0.6,0.27,0.24,0.09,0.36,0.73,0.56,0.95
yarp0.csv,0.77,0.27,0.87,0.14,0.4,0.55,0.17,0.18,0.35,0.64,0.4,0.99
zemljanka.csv,0.75,0.24,0.88,0.28,0.38,0.33,0.24,0.2,0.32,0.52,0.4,1.0
