,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.18,0.43,0.21,0.0,0.42,0.79,0.31,0.48,0.59,0.46,0.74,0.3
archive-crawler.csv,0.29,0.42,0.38,0.15,0.67,0.77,0.68,0.56,0.59,0.53,0.54,0.45
blue-c.csv,0.34,0.59,0.22,0.0,0.71,0.81,0.65,0.59,0.63,0.39,0.68,0.38
dynalloy.csv,0.26,0.7,0.14,0.0,0.57,0.6,0.52,0.49,0.64,0.38,0.6,0.28
jcae.csv,0.31,0.23,0.47,0.06,0.44,0.69,0.42,0.4,0.37,0.43,0.4,0.28
kmatplot.csv,0.52,0.35,0.26,0.38,0.0,0.78,0.51,0.34,0.41,0.44,0.51,0.35
mscore.csv,0.33,0.54,0.19,0.33,0.72,0.79,0.75,0.66,0.68,0.47,0.61,0.4
nosleepsoftware.csv,0.18,0.0,0.2,0.61,0.33,0.06,0.4,0.24,0.04,0.35,0.17,0.36
openmalaria.csv,0.4,0.47,0.2,0.39,0.66,0.73,0.76,0.75,0.64,0.41,0.57,0.37
popeye-chess.csv,0.42,0.41,0.19,0.11,0.7,0.72,0.64,0.61,0.55,0.52,0.57,0.38
riff-evolve.csv,0.4,0.52,0.22,0.0,0.68,0.57,0.54,0.44,0.71,0.37,0.52,0.46
virtuoso.csv,0.32,0.52,0.19,0.41,0.59,0.71,0.68,0.62,0.62,0.42,0.58,0.42
