,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.12,0.46,0.14,0.0,0.55,0.77,0.8,0.47,0.55,0.38,0.73,0.5
archive-crawler.csv,0.2,0.44,0.26,0.13,0.58,0.68,0.65,0.5,0.56,0.44,0.43,0.36
blue-c.csv,0.21,0.44,0.12,0.0,0.57,0.85,0.79,0.54,0.51,0.28,0.54,0.24
dynalloy.csv,0.16,0.62,0.08,0.0,0.48,1.0,0.66,0.42,0.56,0.3,0.5,0.18
jcae.csv,0.3,0.36,0.32,0.07,1.0,0.89,0.85,0.67,0.79,0.34,0.5,0.53
kmatplot.csv,0.41,0.39,0.15,0.25,0.0,0.69,0.69,0.5,0.58,0.34,0.43,0.22
mscore.csv,0.2,0.37,0.11,0.22,0.59,0.72,0.81,0.54,0.56,0.31,0.44,0.25
nosleepsoftware.csv,0.75,0.0,1.0,0.55,1.0,0.25,0.69,0.67,0.5,0.35,0.21,0.58
openmalaria.csv,0.26,0.38,0.11,0.28,0.72,0.73,0.7,0.74,0.58,0.3,0.41,0.25
popeye-chess.csv,0.3,0.46,0.12,0.1,0.74,0.83,0.81,0.65,0.76,0.4,0.47,0.29
riff-evolve.csv,0.29,0.64,0.13,0.0,0.7,1.0,0.88,0.67,0.74,0.32,0.48,0.32
virtuoso.csv,0.21,0.36,0.1,0.26,0.69,0.55,0.61,0.47,0.48,0.3,0.45,0.42
