,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.61,0.12,0.19,0.59,0.36,0.79,0.39,0.24,0.05
bloodycore.csv,0.13,0.36,0.6,0.86,0.0,0.5,0.27,0.28,0.11
dvd-create.csv,0.96,0.81,0.76,0.81,0.73,0.64,0.74,0.92,0.79
dvt.csv,0.39,0.74,0.41,0.72,0.36,0.29,0.52,0.56,0.5
gbif-indexingtoolkit.csv,0.74,0.95,0.74,0.91,0.73,0.64,0.95,0.96,0.61
mumble.csv,0.91,0.43,0.53,0.96,0.64,0.93,0.8,0.8,0.66
planeshift.csv,0.83,0.88,0.77,0.76,0.91,0.86,0.68,0.88,0.97
truevision.csv,0.35,0.4,0.33,0.0,0.36,0.0,0.58,0.84,0.71
zorannt.csv,0.65,0.48,0.73,0.05,0.45,0.57,0.8,0.56,0.32
