,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,8.0,10.0,4.0,2.0,0.0,1.0,2.0,2.0,13.0
bloodycore.csv,11.0,20.0,6.0,0.0,60.0,2.0,2.0,8.0,12.0
dvd-create.csv,24.0,0.0,0.0,0.0,5.0,1.0,1.0,8.0,8.0
dvt.csv,18.0,0.0,0.0,0.0,7.0,5.0,0.0,12.0,1.0
gbif-indexingtoolkit.csv,24.0,21.0,1.0,0.0,1.0,4.0,3.0,26.0,21.0
mumble.csv,7.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,18.0
planeshift.csv,34.0,18.0,0.0,0.0,1.0,21.0,2.0,27.0,12.0
truevision.csv,15.0,21.0,0.0,91.0,9.0,81.0,1.0,17.0,0.0
zorannt.csv,6.0,4.0,6.0,0.0,1.0,2.0,0.0,10.0,3.0
